证券代码,股票简称,流通市值,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
001360.SZ,南矿集团,18.65,61.98,103.13,3.28,3.63,4.01,2.48,,0.0,-11.36,3.36,37.08,0.19,30.7,56.75,30.92,0.21
600848.SH,上海临港,253.75,18.19,19.03,1.37,5.09,5.47,2.68,,0.0,71.34,23.36,60.36,0.19,0.81,7.48,6.65,0.33
000159.SZ,国际实业,32.4,120.84,99.95,1.59,1.0,0.99,1.87,,0.0,-51.53,60.4,43.35,0.19,1.65,200.9,244.11,0.2
000692.SZ,惠天热电,22.49,-5.33,-6.03,-17.41,-1174.21,,-5.49,,0.0,31.02,1.9,103.87,0.19,扣非亏损,扣非亏损,,-0.81
000598.SZ,兴蓉环境,214.8,9.15,10.27,1.1,9.22,9.35,5.02,3.28,0.0,8.29,10.3,57.66,0.19,1.0,2.23,1.96,0.64
603458.SH,勘设股份,31.81,-18.07,-9.15,1.11,-4.62,-4.51,-2.05,,0.0,-42.23,-20.29,48.16,0.19,扣非亏损,扣非亏损,亏损,-0.81
300375.SZ,鹏翎股份,27.41,65.61,91.05,1.78,1.89,2.05,1.01,,0.0,-41.3,14.5,38.12,0.19,6.28,96.56,64.01,0.2
300564.SZ,筑博设计,18.4,-129.82,-46.44,2.17,-4.73,-1.17,-1.11,,0.0,-67.0,-24.27,21.42,0.19,扣非亏损,扣非亏损,亏损,-0.81
605169.SH,洪通燃气,37.54,30.47,40.18,1.92,4.64,4.76,4.34,,0.0,-44.81,32.18,20.19,0.19,1.25,17.32,12.8,0.25
600983.SH,惠而浦,89.14,21.1,20.15,3.21,10.98,11.47,5.85,,0.0,733.68,-9.49,51.26,0.19,-2.12,3.67,3.68,0.46
603321.SH,梅轮电梯,27.74,74.91,80.48,1.95,1.59,2.3,0.9,,0.0,-48.46,-8.37,29.31,0.19,-9.61,101.49,65.14,0.2
601021.SH,春秋航空,471.56,15.14,23.92,2.59,13.01,12.93,7.34,0.72,35.83,-10.89,34.3,60.93,0.19,0.7,1.84,1.17,0.73
601636.SH,旗滨集团,201.48,16.51,393.59,1.48,2.83,6.7,3.46,,0.0,-38.13,2.72,58.44,0.19,144.48,278.21,4.93,0.19
002254.SZ,泰和新材,105.73,215.6,-189.02,1.51,-0.07,0.52,0.66,,0.0,-109.01,-3.36,48.56,0.19,扣非亏损,扣非亏损,829.23,-0.81
603882.SH,金域医学,128.42,-121.81,-32.3,1.89,-1.19,-1.14,-0.83,3.1,0.0,-208.0,-10.35,28.41,0.19,扣非亏损,扣非亏损,亏损,-0.81
300842.SZ,帝科股份,126.66,361.39,89.75,7.96,7.33,1.66,1.82,,0.0,-68.93,82.88,81.75,0.19,1.08,24.5,435.41,0.23
002658.SZ,雪迪龙,36.9,42.53,34.68,2.52,3.83,4.5,4.12,,0.0,61.81,1.12,15.43,0.19,30.88,18.13,18.9,0.25
300481.SZ,濮阳惠成,52.24,36.29,37.63,2.19,4.21,4.46,3.87,1.29,83.33,-27.76,1.1,19.71,0.19,34.31,8.94,8.14,0.3
605050.SH,福然德,62.34,19.21,18.83,1.43,5.46,5.65,3.83,1.48,0.0,29.26,4.61,50.26,0.19,4.08,6.9,6.8,0.33
603578.SH,三星新材,25.81,-51.23,-17.22,2.63,-4.35,-3.79,-0.13,,0.0,-252.1,7.71,79.06,0.19,扣非亏损,扣非亏损,亏损,-0.81
603068.SH,博通集成,51.38,413.56,-161.29,3.05,-1.46,0.56,-0.76,,0.0,30.81,-6.19,16.52,0.19,扣非亏损,扣非亏损,1477.01,-0.81
300919.SZ,中伟新材,492.84,37.94,48.35,2.77,5.06,5.54,2.99,0.6,35.44,-10.24,27.16,61.31,0.19,1.78,9.55,6.85,0.29
603527.SH,众源新材,39.34,29.47,-459.61,1.91,-1.11,4.89,3.37,,0.0,-131.32,11.48,56.31,0.19,扣非亏损,扣非亏损,12.05,-0.81
603268.SH,*ST松发,287.29,45.04,58.82,12.65,17.05,30.51,9.69,,0.0,1226.95,-7.78,81.42,0.19,-7.56,6.9,2.95,0.33
000061.SZ,农产品,156.46,52.02,71.42,2.18,2.94,4.11,3.0,,0.0,-14.47,11.67,54.0,0.19,6.12,48.63,25.31,0.21
301035.SZ,润丰股份,230.61,19.47,22.91,3.16,12.65,12.69,6.18,0.51,17.5,159.21,14.26,55.83,0.19,1.61,1.81,1.53,0.74
688153.SH,唯捷创芯,145.59,1337.48,273429.14,3.84,-0.19,0.22,-0.83,,0.0,87.41,-11.31,13.79,0.19,-24170.6,-2876687.46,12158.9,0.19
002865.SZ,钧达股份,186.39,-46.2,-23.5,5.54,-16.75,-9.95,-1.91,,0.0,2.67,106.4,74.14,0.19,扣非亏损,扣非亏损,亏损,-0.81
600594.SH,益佰制药,31.6,-27.38,-13.86,1.31,-3.45,-3.54,-1.94,,0.0,52.99,-12.69,34.46,0.19,扣非亏损,扣非亏损,亏损,-0.81
605001.SH,威奥股份,31.98,38.2,33.48,1.19,2.11,2.3,1.93,1.31,90.91,581.63,35.71,47.83,0.19,0.94,15.89,16.61,0.25
688775.SH,影石创新,68.85,79.74,,14.7,16.67,18.46,11.53,,0.0,,61.7,37.85,0.19,,,8.64,0.3
301589.SZ,诺瓦星云,60.66,27.4,29.9,4.25,11.1,11.97,9.32,0.34,17.39,-7.05,28.37,32.34,0.19,1.05,2.69,2.29,0.56
300514.SZ,友讯达,23.57,29.37,28.36,2.78,6.41,6.96,5.18,,0.0,-56.06,5.82,27.68,0.19,4.88,8.85,8.44,0.3
688606.SH,奥泰生物,52.47,20.73,22.79,1.34,3.78,4.85,4.89,1.57,59.88,-4.7,5.99,8.03,0.19,3.8,6.03,4.27,0.35
001225.SZ,和泰机电,11.35,84.66,90.29,2.57,1.78,2.23,1.54,,0.0,-30.58,-20.08,10.65,0.19,-4.5,101.25,75.93,0.2
920099.BJ,瑞华技术,16.65,35.34,34.82,3.06,5.65,6.65,4.99,,0.0,-36.38,63.68,37.59,0.19,0.55,12.32,10.63,0.27
300708.SZ,聚灿光电,80.37,46.07,52.19,3.77,6.09,6.31,3.36,,0.0,11.89,11.5,46.26,0.19,4.54,17.13,14.6,0.25
600461.SH,洪城环境,128.93,10.37,10.92,1.34,9.71,9.72,5.45,,0.0,2.6,-3.07,56.37,0.19,-3.55,2.25,2.13,0.63
600295.SH,鄂尔多斯,314.31,19.57,28.63,2.12,7.76,7.81,5.26,,0.0,-3.98,-7.77,45.62,0.19,-3.69,7.38,5.01,0.32
688219.SH,会通股份,63.42,28.63,34.14,2.13,5.71,6.9,3.2,,0.0,12.35,7.59,58.23,0.19,4.5,11.96,8.3,0.27
688023.SH,安恒信息,58.32,-21.21,-51.98,2.57,-9.63,-8.38,-3.97,,0.0,35.19,4.17,46.24,0.19,扣非亏损,扣非亏损,亏损,-0.81
603815.SH,交建股份,41.03,22.46,24.85,1.7,5.86,5.77,2.34,,0.0,37.36,-4.16,74.8,0.19,-5.97,8.49,7.78,0.3
000823.SZ,超声电子,85.06,35.8,35.28,1.81,3.69,3.71,3.06,,0.0,28.97,-4.53,36.19,0.19,-7.78,19.14,19.3,0.24
000551.SZ,创元科技,68.34,23.54,29.81,2.44,7.8,8.02,5.81,,0.0,3.34,4.49,36.61,0.19,6.63,7.64,5.87,0.32
600261.SH,阳光照明,52.73,30.72,84.84,1.52,1.36,3.65,2.83,,0.0,-64.21,-8.93,30.7,0.19,-9.5,124.81,16.83,0.19
301136.SZ,招标股份,44.78,467.54,-1231.7,3.07,0.26,0.49,0.29,,0.0,154.73,-3.62,27.3,0.19,扣非亏损,危险信号,1908.32,0.19
002993.SZ,奥海科技,113.72,27.53,28.61,2.66,5.95,7.26,4.76,1.37,0.0,24.62,15.06,45.54,0.19,1.9,9.62,7.59,0.29
002832.SZ,比音勒芬,65.66,11.65,16.38,1.76,10.96,11.64,10.2,0.13,0.0,-21.36,13.96,25.64,0.19,1.17,2.99,2.0,0.52
002097.SZ,山河智能,116.92,90.9,-67.25,2.5,-2.26,2.08,0.94,,0.0,-115.54,-12.95,76.54,0.19,扣非亏损,扣非亏损,87.4,-0.81
301362.SZ,民爆光电,30.64,54.0,65.73,4.34,5.22,5.98,4.92,,0.0,-18.97,3.18,15.86,0.19,20.66,25.2,18.06,0.23
600711.SH,盛屯矿业,425.89,18.77,23.73,2.52,11.5,10.44,6.96,0.33,0.0,-1.62,-14.34,55.12,0.19,-1.66,4.13,3.6,0.43
920122.BJ,中纺标,11.19,123.03,118.58,8.02,3.96,4.86,4.64,0.32,0.0,-14.98,3.75,13.28,0.19,31.66,59.88,50.63,0.2
000876.SZ,新希望,399.2,39.41,30.87,1.79,2.79,2.88,2.45,,0.0,1788.24,-5.02,69.49,0.19,-6.15,22.12,27.37,0.23
600110.SH,诺德股份,144.71,-115.78,-55.95,2.46,-1.88,-1.62,0.86,,0.0,59.09,6.15,57.33,0.19,扣非亏损,扣非亏损,亏损,-0.81
920375.BJ,派诺科技,11.74,-162.59,156.72,2.45,-1.47,-1.18,-0.89,,0.0,-821.99,6.49,30.97,0.19,24.15,困境反转,亏损,0.19
920957.BJ,汉维科技,5.24,464.09,410.72,3.38,0.43,0.54,0.37,,0.0,-89.37,4.75,42.03,0.19,86.56,1894.46,1718.87,0.19
605088.SH,冠盛股份,68.0,23.02,24.11,2.4,8.05,8.27,3.88,,0.0,4.29,17.6,55.95,0.19,1.37,5.99,5.57,0.35
603269.SH,海鸥股份,50.17,73.46,49.15,5.27,4.95,5.3,2.3,,0.0,22.87,12.54,72.88,0.19,3.92,19.87,27.72,0.24
600138.SH,中青旅,68.48,42.5,112.34,1.07,1.77,1.9,2.55,,0.0,-26.32,9.27,51.82,0.19,12.12,126.7,44.74,0.19
600307.SH,酒钢宏兴,139.05,-14.68,-9.82,2.04,-10.2,-9.89,-0.51,,0.0,62.89,-10.53,86.43,0.19,扣非亏损,扣非亏损,亏损,-0.81
600059.SH,古越龙山,85.5,47.54,55.75,1.47,1.48,2.29,2.34,,0.0,-34.07,7.14,8.07,0.18,7.81,75.21,41.52,0.2
002584.SZ,西陇科学,39.96,-60.55,76.98,2.23,2.33,-2.27,-0.1,,0.0,-15.68,13.28,56.3,0.18,5.8,66.12,亏损,0.2
601616.SH,广电电气,46.87,-459.14,199.54,1.93,-0.25,-0.31,-0.37,,0.0,-114.83,3.95,14.95,0.18,50.47,困境反转,亏损,0.19
301408.SZ,华人健康,42.24,35.32,40.96,3.52,7.38,7.62,4.73,,0.0,51.0,25.08,59.77,0.18,1.63,11.1,9.27,0.27
001283.SZ,豪鹏科技,50.88,27.3,36.4,1.85,5.51,6.9,2.99,,0.0,164.56,15.9,59.67,0.18,2.29,13.22,7.91,0.26
301168.SZ,通灵股份,38.4,81.08,251.96,2.24,1.14,2.09,1.61,,0.0,-59.25,12.22,35.32,0.18,20.61,440.53,77.59,0.19
300892.SZ,品渥食品,18.61,177.85,137.24,2.74,0.88,1.16,0.59,,0.0,190.98,-18.59,16.84,0.18,-7.38,310.39,306.64,0.19
600398.SH,海澜之家,302.57,12.18,14.53,1.68,10.37,10.61,6.86,,0.0,3.86,1.76,44.79,0.18,8.27,2.8,2.3,0.54
600395.SH,盘江股份,131.59,-567.74,-319.47,1.25,-0.55,-0.17,1.03,,0.0,-29.6,-1.39,75.11,0.18,扣非亏损,扣非亏损,亏损,-0.82
002830.SZ,名雕股份,15.18,142.79,74.75,4.64,2.4,2.4,1.8,,0.0,2.38,-8.58,52.86,0.18,-8.71,62.31,118.99,0.2
600210.SH,紫江企业,113.0,8.78,11.78,1.69,10.78,14.99,9.37,,0.0,33.12,4.13,48.25,0.18,2.85,2.19,1.17,0.64
002661.SZ,克明食品,29.88,19.19,30.02,1.36,4.74,4.75,3.4,1.64,0.0,-22.55,-3.44,56.36,0.18,-8.73,12.68,8.08,0.26
301568.SZ,思泰克,27.16,56.8,61.27,5.84,7.28,7.73,7.79,,0.0,64.98,-0.5,12.72,0.18,-123.74,16.82,14.7,0.24
600660.SH,福耀玻璃,1191.98,16.49,17.61,4.38,19.45,19.35,11.43,1.39,48.91,24.7,18.48,49.79,0.18,0.95,0.91,0.85,1.29
688435.SH,英方软件,27.68,-210.29,-152.99,3.75,-2.39,-1.33,-1.47,,0.0,40.17,8.35,6.27,0.18,扣非亏损,扣非亏损,亏损,-0.82
300358.SZ,楚天科技,71.6,64.83,-28.84,1.68,0.65,2.02,0.81,,0.0,113.55,4.64,65.79,0.18,扣非亏损,危险信号,64.19,0.17
605377.SH,华旺科技,56.67,20.59,21.51,1.48,5.21,5.16,3.01,2.69,82.14,-45.69,9.12,29.6,0.18,2.36,4.13,3.99,0.43
300596.SZ,利安隆,105.5,20.77,21.96,2.28,8.34,8.49,4.99,,0.0,27.66,19.11,50.03,0.18,1.15,5.26,4.89,0.37
301488.SZ,豪恩汽电,31.26,144.52,146.31,9.19,4.26,4.77,2.68,,0.0,1.44,12.88,44.94,0.18,11.36,68.73,60.59,0.2
688159.SH,有方科技,40.34,36.33,62.6,4.26,8.76,9.25,5.46,,0.0,-11.22,74.09,62.7,0.18,0.84,14.3,7.86,0.25
000788.SZ,北大医药,36.24,19.99,29.27,2.24,8.06,8.63,7.51,3.24,17.83,-2.66,-2.54,23.09,0.18,-11.52,3.63,2.32,0.46
920110.BJ,雷特科技,5.94,33.64,31.56,4.0,8.51,8.4,8.62,,0.0,14.89,9.87,7.16,0.18,3.2,7.42,8.01,0.32
300945.SZ,曼卡龙,41.7,33.64,46.02,2.75,5.47,6.2,6.72,0.37,20.69,26.47,23.52,15.36,0.18,1.96,8.41,5.43,0.3
600661.SH,昂立教育,29.0,47.35,-79.43,21.55,41.11,62.75,4.76,,0.0,578.42,0.74,86.05,0.18,扣非亏损,危险信号,1.51,-0.08
301027.SZ,华蓝集团,26.29,247.02,275.12,3.43,0.62,1.05,1.13,,0.0,122.43,-19.19,53.95,0.18,-14.34,880.8,470.52,0.18
600455.SH,博通股份,17.92,46.68,46.17,5.42,9.11,9.11,3.34,,0.0,29.55,6.58,67.42,0.18,7.02,10.14,10.25,0.28
300673.SZ,佩蒂股份,26.79,27.18,29.11,2.23,5.72,5.66,4.65,,0.0,-26.08,11.77,32.67,0.18,2.47,10.17,9.6,0.28
688112.SH,鼎阳科技,68.2,45.93,52.37,4.33,7.04,7.13,5.34,,0.0,22.62,18.45,7.57,0.18,2.84,14.88,12.88,0.25
600503.SH,华丽家族,40.86,-117.6,-63.64,1.15,-0.79,-0.73,-0.76,,0.0,-1046.06,11.71,22.35,0.18,扣非亏损,扣非亏损,亏损,-0.82
300501.SZ,海顺新材,16.37,48.47,191.62,2.08,1.22,2.79,3.25,1.31,0.0,-71.84,10.3,38.56,0.18,18.6,313.24,34.74,0.18
301501.SZ,恒鑫生活,14.59,23.67,,2.83,9.43,10.79,9.89,,0.0,,31.4,22.81,0.18,,,4.39,0.41
300771.SZ,智莱科技,26.46,38.44,91.48,1.78,2.02,3.5,2.9,,0.0,4438.57,-24.55,16.33,0.18,-3.73,90.61,21.97,0.19
603456.SH,九洲药业,149.6,15.01,20.74,1.71,8.63,8.57,8.17,1.12,33.9,20.67,9.63,17.67,0.18,2.15,2.4,1.75,0.6
002601.SZ,龙佰集团,388.38,20.87,39.28,1.98,6.96,7.02,3.48,3.06,0.0,-35.97,10.35,59.16,0.18,3.8,11.28,5.95,0.27
603916.SH,苏博特,48.67,39.34,53.93,1.17,1.78,2.19,2.6,,0.0,15.25,-7.39,44.24,0.18,-7.3,60.53,35.92,0.2
601991.SH,大唐发电,587.57,9.8,12.88,2.5,7.99,16.92,4.57,1.58,26.75,52.69,6.13,66.22,0.18,2.1,1.61,0.58,0.8
300384.SZ,三联虹普,40.54,21.75,22.84,2.12,7.54,7.54,6.4,,0.0,-23.08,9.99,20.55,0.18,2.29,6.06,5.77,0.35
002560.SZ,通达股份,48.46,31.97,69.11,2.1,4.95,5.07,3.5,,0.0,98.63,48.72,48.83,0.18,1.42,27.91,12.61,0.22
601163.SH,三角轮胎,119.92,13.18,17.41,0.87,3.86,5.0,3.86,,0.0,-25.28,4.48,28.66,0.18,3.88,9.03,5.27,0.29
001201.SZ,东瑞股份,30.45,252.72,159.67,1.14,0.33,0.34,1.16,,0.0,114.63,15.83,45.21,0.18,10.09,954.11,1486.61,0.18
000759.SZ,中百集团,39.01,-5.1,-5.99,3.25,-32.34,-38.83,-4.91,,0.0,-44.56,-5.49,86.79,0.18,扣非亏损,扣非亏损,亏损,-0.82
603065.SH,宿迁联盛,17.46,313.42,181.51,1.84,0.06,0.44,0.39,0.18,0.0,-56.46,-3.81,41.58,0.18,-47.58,5941.55,1424.63,0.18
920149.BJ,旭杰科技,7.14,-127.82,-19.9,5.66,-6.46,-3.32,1.86,,0.0,-511.74,23.73,78.56,0.18,扣非亏损,扣非亏损,亏损,-0.82
603313.SH,梦百合,51.87,24.18,236.72,1.41,3.95,4.36,3.67,,0.0,191.84,1.31,61.87,0.18,181.09,119.92,11.09,0.19
300105.SZ,龙源技术,40.85,81.36,53.85,2.12,1.86,1.95,0.93,,0.0,145.52,34.13,29.18,0.18,1.58,57.97,83.45,0.2
301166.SZ,优宁维,18.75,-141.99,-69.01,1.41,-1.48,-1.47,-1.1,,0.0,-653.69,0.48,8.89,0.18,扣非亏损,扣非亏损,亏损,-0.82
301288.SZ,*ST清研,14.86,-297.88,-137.59,2.59,-0.97,-0.64,-1.18,,0.0,49.62,-23.07,19.27,0.18,扣非亏损,扣非亏损,亏损,-0.82
603010.SH,万盛股份,71.63,107.26,-2113.29,1.98,0.58,1.38,1.6,,0.0,-83.06,-9.81,46.45,0.18,扣非亏损,危险信号,155.45,0.18
605138.SH,盛泰集团,40.17,77.49,115.44,1.67,1.11,1.52,2.01,,0.0,-16.79,-9.18,60.61,0.18,-12.58,207.42,101.96,0.18
603912.SH,佳力图,52.56,-90.13,-134.83,3.0,-3.01,-2.4,-1.22,,0.0,-18324.76,7.39,49.11,0.18,扣非亏损,扣非亏损,亏损,-0.82
603352.SH,至信股份,18.35,42.55,43.26,5.36,9.31,9.95,5.14,,0.0,25.76,21.52,65.43,0.18,2.01,9.29,8.55,0.29
688369.SH,致远互联,27.32,-9.35,-7.91,3.23,-23.04,-22.69,-15.73,,0.0,-93.79,-5.89,37.72,0.18,扣非亏损,扣非亏损,亏损,-0.82
002978.SZ,安宁股份,139.07,21.05,21.94,2.08,7.7,7.61,5.8,,0.0,-6.13,-6.77,48.53,0.18,-3.24,5.7,5.53,0.35
600163.SH,中闽能源,128.45,29.37,23.51,1.85,4.49,4.78,4.59,,0.0,-20.13,4.03,37.58,0.18,5.84,10.48,12.3,0.27
603194.SH,中力股份,55.4,15.39,16.57,2.67,13.18,13.59,9.53,0.64,0.0,5.49,15.99,37.66,0.18,1.04,2.51,2.27,0.58
002043.SZ,兔宝宝,116.38,15.63,33.13,4.08,10.62,19.31,13.4,1.94,84.85,-22.04,-0.79,44.03,0.18,-41.88,3.12,0.81,0.5
002799.SZ,环球印务,28.61,-106.96,-27.88,2.25,-1.7,-1.57,-0.65,,0.0,-184.3,-21.36,30.57,0.18,扣非亏损,扣非亏损,亏损,-0.82
001213.SZ,中铁特货,192.0,30.46,36.26,1.0,2.43,2.47,2.78,0.49,25.0,-13.4,8.45,9.19,0.18,4.29,14.92,12.33,0.25
002382.SZ,蓝帆医疗,75.88,-20.05,-12.85,0.99,-4.53,-3.56,-1.25,,0.0,-46.25,-4.04,41.01,0.18,扣非亏损,扣非亏损,亏损,-0.82
600279.SH,重庆港,63.73,99.23,-321.53,0.95,0.63,0.72,1.4,,0.0,104.74,-7.17,40.19,0.18,扣非亏损,危险信号,275.63,0.18
603279.SH,景津装备,111.53,19.21,18.09,2.36,9.27,9.51,6.3,2.96,0.0,-34.51,10.08,49.0,0.18,1.8,3.9,4.04,0.43
603091.SH,众鑫股份,25.69,32.31,30.51,4.03,9.25,9.38,8.02,,0.0,-13.07,20.64,24.31,0.18,1.48,6.6,6.89,0.33
920837.BJ,华原股份,19.75,27.7,29.39,3.96,10.81,11.01,7.11,,0.0,38.19,0.86,40.35,0.18,34.22,5.44,5.03,0.36
300937.SZ,药易购,20.28,-268.49,-418.5,3.6,-1.21,-0.99,0.6,,0.0,-208.41,9.07,56.02,0.18,扣非亏损,扣非亏损,亏损,-0.82
300146.SZ,汤臣倍健,130.24,16.25,30.43,1.74,7.39,8.12,8.17,,0.0,2.44,-0.62,18.6,0.18,-49.14,8.23,4.0,0.3
600283.SH,钱江水利,51.8,21.77,27.19,1.72,4.96,5.95,3.68,,0.0,12.77,14.96,60.71,0.18,1.82,10.96,7.32,0.27
003036.SZ,泰坦股份,39.79,70.86,1058.05,2.88,1.39,3.28,2.21,,0.0,-69.87,11.55,52.46,0.18,91.64,1520.74,43.21,0.18
300681.SZ,英搏尔,52.64,35.16,108.36,3.03,2.33,6.79,2.66,,0.0,100.64,42.4,62.49,0.18,2.56,93.14,10.36,0.19
601026.SH,道生天合,24.01,72.17,82.68,7.53,7.18,8.16,4.81,0.75,0.0,46.52,1.4,47.88,0.18,58.92,23.04,17.69,0.22
688727.SH,恒坤新材,25.61,232.45,254.62,14.44,4.05,4.79,2.5,,0.0,-6.5,63.74,47.03,0.18,3.99,125.74,97.06,0.19
002991.SZ,甘源食品,26.43,23.69,21.17,2.97,8.27,8.98,7.99,1.02,70.73,-43.68,20.55,22.42,0.18,1.03,2.56,2.64,0.57
601633.SH,长城汽车,1308.29,15.66,26.37,2.09,6.62,10.36,3.83,,0.0,-34.39,14.51,60.88,0.18,1.82,7.97,3.02,0.3
300118.SZ,东方日升,181.47,-17.94,-6.97,2.12,-10.96,-8.48,-2.29,,0.0,30.44,11.19,70.83,0.18,扣非亏损,扣非亏损,亏损,-0.82
920508.BJ,殷图网联,7.18,-1381.5,121.11,7.02,-0.47,-0.36,-1.29,,0.0,88.27,-3.19,23.63,0.18,-38.02,困境反转,亏损,0.18
688475.SH,萤石网络,221.29,39.3,43.71,3.92,7.02,7.56,4.47,,0.0,6.22,8.8,33.85,0.18,4.96,12.45,10.4,0.26
300172.SZ,中电环保,32.14,35.06,80.04,2.14,3.94,4.65,3.7,,0.0,11.63,-0.48,29.63,0.18,-168.19,40.61,15.08,0.2
300792.SZ,壹网壹创,78.96,67.05,103.2,3.01,3.33,3.41,3.01,,0.0,8.97,5.07,6.13,0.18,20.35,61.9,39.32,0.19
600125.SH,铁龙物流,87.6,12.0,16.71,1.14,7.2,7.28,7.45,0.78,17.24,40.49,-6.24,21.86,0.18,-2.68,2.32,1.65,0.61
001328.SZ,登康口腔,15.84,32.71,38.63,4.06,7.59,9.19,7.38,,0.0,19.78,11.03,26.41,0.18,3.5,10.18,7.12,0.28
603345.SH,安井食品,254.55,22.86,23.6,1.91,6.18,7.23,6.58,1.8,61.69,-13.36,18.13,23.91,0.18,1.3,3.82,3.16,0.44
920242.BJ,建邦科技,9.68,17.86,17.38,2.62,11.3,11.32,11.14,0.68,26.67,-5.69,18.2,22.83,0.18,0.96,1.54,1.58,0.83
920267.BJ,鑫汇科,6.23,600.02,125.9,4.05,0.69,0.5,0.03,,0.0,-81.81,-5.36,60.52,0.18,-23.49,363.83,2400.09,0.18
301135.SZ,瑞德智能,22.87,97.86,70.45,2.44,1.73,1.85,1.25,,0.0,138.57,-0.15,35.13,0.18,-477.76,81.65,105.79,0.19
688559.SH,海目星,142.81,-11.74,-11.18,6.04,-33.23,-32.81,-6.9,,0.0,-798.32,39.37,82.36,0.18,扣非亏损,扣非亏损,亏损,-0.82
600231.SH,凌钢股份,67.82,-6.1,-5.83,1.46,-16.33,-16.19,-5.2,,0.0,25.66,-11.42,68.53,0.18,扣非亏损,扣非亏损,亏损,-0.82
600732.SH,爱旭股份,274.9,-45.35,-11.73,4.97,-16.05,-17.63,-1.43,,0.0,77.74,15.08,77.6,0.18,扣非亏损,扣非亏损,亏损,-0.82
603896.SH,寿仙谷,39.57,38.87,44.84,1.76,1.84,3.3,2.6,,0.0,-54.48,-3.05,26.69,0.18,-14.73,48.84,23.56,0.2
688573.SH,信宇人,11.56,-10.13,-13.38,3.34,-22.1,-21.6,-7.98,,0.0,-97.61,6.06,69.43,0.18,扣非亏损,扣非亏损,亏损,-0.82
300133.SZ,华策影视,126.4,63.4,106.23,2.03,1.17,2.42,2.38,,0.0,-26.85,-19.29,35.25,0.18,-5.51,181.8,52.4,0.18
603357.SH,设计总院,46.39,14.52,11.31,1.22,5.63,6.33,4.18,0.86,21.88,-30.27,14.68,42.78,0.18,0.77,2.01,2.29,0.67
601880.SH,辽港股份,327.75,24.2,29.77,1.04,3.21,3.22,4.0,,0.0,65.18,-3.99,22.93,0.18,-7.46,18.57,15.03,0.23
603758.SH,秦安股份,59.81,34.18,34.75,2.36,4.92,5.34,4.7,,0.0,-19.15,6.24,11.22,0.18,5.57,14.14,12.8,0.25
688026.SH,洁特生物,24.95,32.67,32.47,2.25,4.38,4.72,4.84,,0.0,20.71,-10.72,28.75,0.18,-3.03,14.82,13.84,0.24
920832.BJ,齐鲁华信,9.18,612.15,599.42,1.38,0.02,0.17,0.28,,0.0,-98.43,-6.18,24.55,0.18,-97.02,70937.41,7201.79,0.18
300332.SZ,天壕能源,51.37,41.95,-85.46,1.26,2.11,2.24,2.26,,0.0,-27.45,29.98,43.27,0.18,扣非亏损,危险信号,37.46,0.16
920523.BJ,德瑞锂电,20.69,17.52,16.56,3.85,17.51,17.5,13.56,,0.0,3.56,33.43,31.72,0.18,0.5,1.89,2.0,0.7
300971.SZ,博亚精工,22.48,32.58,51.21,2.73,4.68,6.42,5.34,,0.0,52.3,-0.37,26.83,0.18,-140.11,21.9,10.15,0.22
600416.SH,湘电股份,186.48,77.64,466.47,2.15,0.82,2.65,1.57,,0.0,-48.31,4.43,44.17,0.18,105.24,1143.46,58.6,0.18
601007.SH,金陵饭店,31.4,58.76,97.87,1.98,2.29,2.54,2.36,,0.0,-1.2,11.01,30.79,0.18,8.89,85.62,46.27,0.19
301201.SZ,诚达药业,45.99,293.11,-96.12,3.08,0.18,0.78,0.75,,0.0,-72.96,-6.64,9.98,0.18,扣非亏损,危险信号,751.56,0.17
300543.SZ,朗科智能,26.77,81.79,101.98,2.24,2.19,2.64,1.75,,0.0,-32.48,-9.01,29.07,0.18,-11.32,93.29,61.96,0.19
002756.SZ,永兴材料,271.37,53.1,64.19,3.01,3.74,4.25,4.36,0.55,39.47,-39.79,20.29,11.52,0.18,3.16,17.15,12.49,0.23
600956.SH,新天绿能,225.18,20.82,25.5,1.93,6.74,6.98,3.5,,0.0,4.05,9.89,65.7,0.18,2.58,7.57,5.97,0.31
300676.SZ,华大基因,183.93,-648.54,-21.85,2.0,-0.73,-0.23,-0.91,,0.0,52.04,-15.1,23.82,0.17,扣非亏损,扣非亏损,亏损,-0.83
300219.SZ,鸿利智汇,59.15,58.48,245.02,2.24,1.42,2.9,1.34,1.39,500.0,-44.13,1.67,55.91,0.17,146.94,172.94,20.16,0.18
002493.SZ,荣盛石化,1275.13,114.85,119.01,3.11,2.44,2.03,2.02,,0.0,55.37,23.6,75.45,0.17,5.04,97.45,113.16,0.18
002609.SZ,捷顺科技,41.16,60.4,105.53,2.4,2.71,2.99,2.15,,0.0,75.54,2.32,36.57,0.17,45.44,77.88,40.4,0.19
301275.SZ,汉朔科技,140.02,48.06,,5.04,10.9,8.67,4.53,,0.0,,42.73,33.49,0.17,,,11.09,0.26
300120.SZ,经纬辉开,44.46,-391.89,-126.98,1.62,-0.07,-0.31,0.66,,0.0,-104.14,1.27,35.58,0.17,扣非亏损,扣非亏损,亏损,-0.83
