证券代码,股票简称,所属同花顺行业,沪深指数,公司亮点,所属概念,机构持股占流通股比例,最终控制人持股比例,企业性质,最终控制人类型,最终控制人,控制人,三级行业,二级行业,一级行业,主营产品,投资逻辑,index,国家队机构名称,国家队持股比例
002488.SZ,金固股份,汽车-汽车零部件-轮胎轮毂,中证1000,中国较大的钢制滚型车轮制造企业,"比亚迪,智能汽车,新能源汽车,二手车,汽车关税下调,长安汽车,独角兽",21.8,17.29,民营企业,个人,"孙锋峰,孙利群,孙金国",个人,轮胎,汽车零部件,汽车,钢制及组装车轮,我国钢制车轮行业的龙头企业,,,
600070.SH,*ST富润,综合-综合-综合Ⅲ,,浙江省纺织印染、钢管加工优秀企业,"节能环保,快手,小额贷款,华为,腾讯,独角兽,抖音,共同富裕示范区,区块链",24.97,21.15,民营企业,个人,赵林中等17名自然人,个人,纺织制造,纺织,可选消费,互联网数据与营销,国内互联网营销及数据分析重要企业之一,,,
301259.SZ,艾布鲁,环保-环境治理-综合环境治理,,A股首家农村环境综合治理企业,"土壤修复,垃圾分类,节能环保,乡村振兴,污水处理,基建工程,水利,算力租赁,新型城镇化,固废处理",26.48,31.17,民营企业,个人,钟儒波,个人,综合环保,环保,公共事业,农村环境综合治理,国内最早系统开展农村环境综合治理的企业之一,,,
000566.SZ,海南海药,医药生物-化学制药-化学制剂,,具备从中间体到原料药再到化学制剂的全产业链生产技术与能力,"民营医院,央企国企改革,细胞免疫治疗,猴痘,三沙,海南自贸区,抗肿瘤,抗癌,海南旅游岛,创新药,医疗器械,仿制药,小额贷款,中医药,国企改革,互联网医疗",36.97,22.89,央企国资控股,国资委,国资委,国资委,抗生素,生物,生物医药,普药及头孢,特色抗生素生产企业中的领先企业,,,
300008.SZ,天海防务,国防军工-军工装备-航海装备,中证2000,专业民用船舶与海洋工程设计企业,"海上风电,海洋经济,军民融合,太赫兹,航运,高端装备,海工装备,垃圾分类,数字孪生,风电,专精特新,天然气,军工,船舶升级",21.69,11.81,民营企业,个人,何旭东,个人,船舶,军工,公共事业,船舶建造,国内一流的船舶和海洋工程设计商,,,
301369.SZ,联动科技,电子-半导体-半导体设备,中证2000,国内领先的半导体分立器件测试系统供应商,"中芯国际,先进封装,芯片,第三代半导体,国产替代",7.87,64.51,民营企业,个人,"郑俊岭,张赤梅",个人,设备,半导体,科技,半导体测试系统,半导体分立器件测试设备龙头企业,,,
300768.SZ,迪普科技,计算机-软件开发-横向通用软件,中证1000,多家交通，水利，钢铁，汽车，制药，食品领域的大型企业,"IPV6,物联网,量子科技,数据安全,数据中心,华为,鸿蒙,数字水印,工业互联网,国产操作系统,安防,VPN,5G,密码安全管理,人工智能,ETC,智能交通,华为鲲鹏,网络安全,态势感知,智能电网,智慧政务,信创,新型工业化,财税数字化",31.78,53.22,民营企业,个人,郑树生,个人,信息安全,计算机,科技,安全防护产品,企业级网络通信领域的领导者,,,
000713.SZ,丰乐种业,农林牧渔-种植业与林业-种子生产,中证2000,安徽省种业领先企业，拥有先进的工厂化的商业化研发体系,"贸易战受益股,超级稻,化肥,央企国企改革,三农,棉,乡村振兴,转基因,粮食,玉米,农业供给侧改革,俄乌冲突,农村电商,农业种植,磷化工,股权转让(并购重组),草地贪夜蛾防治,国企改革",30.4,20.0,央企国资控股,国资委,国资委,国资委,粮食,农业,必需消费,农化产品+种子,种子产量较高，经销网络覆盖长江中下游及华南稻区,,,
600881.SH,亚泰集团,综合-综合-综合Ⅲ,,涉足水泥、医药、地产、金融、煤炭的综合类企业集团,"煤炭,中朝贸易区,物业管理,电子商务,水泥,地方国企改革,体育产业,吉林国企改革,抗癌,生物疫苗,股权转让(并购重组),创新药,医保目录,循环经济,医疗器械,国企改革",44.48,14.35,地市国资控股,地方国资委,长春市人民政府国资委,长春市人民政府国资委,水泥,建筑材料,建筑业,水泥、房地产开发,涉足水泥、医药、地产、金融、煤炭的综合类企业集团,,,
603960.SH,克来机电,机械设备-自动化设备-其他自动化设备,中证2000,主营新能源汽车领域的柔性自动化生产线与工业机器人系统应用，以及汽车零部件，主要供货联合电子、博世等公司,"氢能源,华为汽车,华为,高端装备,机器视觉,共封装光学(CPO),无人驾驶,工业机器人,新能源汽车,芯片,汽车电子,汽车热管理,燃料电池,机器人,新型工业化",2.38,37.61,民营企业,个人,"陈久康,谈士力",个人,机器人,机械设备,机械,汽车生产线,主产柔性自动化生产线与工业机器人系统应用,,,
002837.SZ,英维克,机械设备-专用设备-其他专用设备,中证1000,国内领先的精密温控节能设备提供商,"储能,冷链物流,高铁,充电桩,军工,数据中心,家用电器,华为,轨道交通,英伟达,比亚迪,新能源汽车,通信基站,腾讯,粤港澳大湾区,新能源物流车,液冷服务器",53.5,22.17,民营企业,个人,齐勇,个人,温控设备,机械设备,机械,精密温控节能设备,精密空调行业小龙头,,,
688082.SH,盛美上海,电子-半导体-半导体设备,沪深300,中国大陆少数具有一定国际竞争力的半导体专用设备提供商,"中芯国际,先进封装,第三代半导体",47.73,5.36,外资企业,境外,HUI WANG,境外,设备,半导体,科技,半导体清洗设备、半导体电镀设备,国内半导体清洗设备龙头企业,,,
600006.SH,东风股份,汽车-汽车整车-商用载货车,中证1000,中国最大的轻型商用车生产基地,"氢能源,央企国企改革,新能源物流车,国企改革,无人驾驶,车联网(车路协同),智能汽车,新能源汽车,碳中和,智能交通,汽车制造,燃料电池,国六标准、国六排放、国六,智能物流",62.13,38.48,央企国资控股,国资委,国资委,国资委,载货车,汽车整车,汽车,SUV与皮卡,国内最主要的轻型商用车制造商和汽车发动机制造商,,,
002222.SZ,福晶科技,电子-光学光电子-光学元件,中证1000,全球最大LBO、BBO非线性光学晶体生产商,"人民币贬值受益,元器件,虚拟现实,激光,华为,深紫外光,中国科学院系,量子霍尔,无人驾驶,国企改革,激光器,福建自贸区",24.14,20.58,央企国资控股,中央国家机关,中国科学院福建物质结构研究所,中国科学院福建物质结构研究所,光学电子,消费电子,科技,晶体及光学元件,全球领先的LBO、BBO、Nd:YVO4、TGG晶体生产商,,,
688126.SH,沪硅产业,电子-半导体-半导体材料,沪深300,曾荣获国家科学技术进步一等奖、中国科学院杰出科技成就奖,"中芯国际,芯片,国家大基金持股",70.96,,其他国有,,,,材料,半导体,科技,半导体硅片,国内半导体硅片龙头，率先实现12英寸硅片自主化的企业,419.0,"大基金一期, 大基金二期",23.49
000750.SZ,国海证券,非银金融-证券-证券Ⅲ,中证500,证券经纪业务在广西市场占有率位列第一，区域和品牌优势明显,"西部大开发,期货,国企改革,地方国企改革",40.36,30.83,省属国资控股,地方国资委,广西壮族自治区国资委,广西壮族自治区国资委,证券,非银金融,金融,BB级券商,广西区内唯一的全国性综合类证券公司,,,
603779.SH,威龙股份,食品饮料-饮料制造-其他酒类,中证2000,国内最早进行有机酿酒葡萄生产与加工关键技术的研究、企业之一,"贸易战受益股,白酒,农业种植,电子商务,乡村振兴",28.17,9.29,民营企业,个人,闫鹏飞,个人,其他酒,饮料,必需消费,葡萄酒,国内最早进行有机酿酒葡萄生产龙头,,,
300659.SZ,中孚信息,计算机-计算机设备-其他计算机设备,,信息安全保密行业最具竞争力的厂商之一，服务对象包括军工企业等,"军工信息化,数据确权,数据安全,军工,鸿蒙,华为昇腾,车联网(车路协同),芯片,低空经济,华为鲲鹏,网络安全,态势感知,存储芯片,智慧政务,信创",9.94,21.99,民营企业,个人,魏东晓,个人,信息安全,计算机,科技,信息安全保密产品,信息安全保密行业龙头企业之一,,,
600318.SH,新力金融,非银金融-多元金融-多元金融Ⅲ,中证2000,安徽供销社旗下，主营融资租赁、小额贷款、典当等业务,"供销社,合肥迪士尼,股权转让(并购重组),化债(AMC),互联网金融,安徽城镇化,融资租赁",28.97,21.12,集体企业,集体企业,安徽省供销合作社联合社,安徽省供销合作社联合社,租赁,非银金融,金融,融资租赁,融资租赁、小贷等金融服务提供商,,,
301517.SZ,陕西华达,国防军工-军工电子-军工电子Ⅲ,中证2000,陕西国资委旗下电连接器厂商，在军用射频同轴连接器及电缆组件领域国内领先,"华为海思,军民融合,太赫兹,量子科技,军工,华为,无人机,铜缆高速连接,地方国企改革,5G,西部大开发,6G,卫星导航,商业航天,国企改革,毫米波雷达",3.01,25.62,省属国资控股,地方国资委,陕西省国资委,陕西省国资委,军工电子,军工,公共事业,电连接器,,,,
600439.SH,瑞贝卡,纺织服饰-服装家纺-饰品,中证2000,我国最大的发制品生产和销售企业,"网红经济,人民币贬值受益,跨境电商,一带一路,电子商务,外贸受益,中非合作",39.06,28.41,民营企业,个人,郑有全,个人,珠宝,贵金属,资源,假发,我国最大的发制品生产和销售企业,,,
301269.SZ,华大九天,计算机-软件开发-垂直应用软件,沪深300,中国第一大EDA厂商,"先进封装,小米,京津冀一体化,芯片,EDA,专精特新,华为,存储芯片,信创,国家大基金持股",71.33,,其他,,,,EDA/IP,半导体,科技,EDA软件,中国第一大EDA厂商,186.0,大基金一期,18.37
300368.SZ,ST汇金,计算机-计算机设备-其他计算机设备,,打造“金融机具—金融科技—金融服务”全产业链的业务格局,"京津冀一体化,联想,互联网金融,数据中心,华为,征信,无人银行,算力租赁,智慧城市,雄安新区,国企改革,无人零售,信创,地方国企改革",29.99,29.99,地市国资控股,地方国资委,邯郸市人民政府国资委,邯郸市人民政府国资委,金融科技,计算机,科技,信息化数据中心、金融机具,国内金融机具的重要供应商与服务商之一,,,
688002.SH,睿创微纳,国防军工-军工电子-军工电子Ⅲ,中证500,专业从事非制冷红外热成像与MEMS传感技术开发的集成电路芯片企业,"比亚迪,芯片,汽车芯片,低空经济,传感器,无人机,商业航天,无人驾驶,机器人,消费电子,军工",19.84,15.4,民营企业,个人,马宏,个人,军工电子,军工,公共事业,红外热成像,专业从事非制冷红外热成像与MEMS传感技术开发的企业,,,
688185.SH,康希诺,医药生物-生物制品-疫苗,中证1000,国内领先的高科技生物制品企业,"新冠疫苗,生物疫苗,京津冀一体化,猴痘,流感,合成生物,CRO",8.44,25.88,民营企业,"个人,境外","朱涛,Helen Huihua MAO,Xuefeng YU,Dongxu QIU","个人,境外",疫苗,生物,生物医药,创新疫苗,国内领先的高科技生物制品企业,,,
000657.SZ,中钨高新,有色金属-小金属-钨,中证1000,目前国内最大的硬质合金生产企业之一，有国内最大的两家硬质合金深加工企业,"小金属,钨,养老金持股,医疗器械,高端装备,国企改革,军工,光伏",57.59,43.67,央企国资控股,中央国有企业,中国五矿,中国五矿,小金属,有色金属,资源,钨,目前国内最大的硬质合金生产企业之一,34.0,社保基金,0.56
000955.SZ,欣龙控股,纺织服饰-纺织制造-其他纺织,中证2000,我国无纺工业的龙头企业,"民营医院,军民融合,海南旅游岛,埃博拉,三沙,医疗器械,中医药,海南自贸区,自由贸易港",30.43,2.98,民营企业,个人,"李国祥,王林江",个人,纺织制造,纺织,可选消费,纯棉水刺无纺布,我国无纺工业的龙头企业,,,
603018.SH,华设集团,建筑装饰-建筑装饰-工程咨询服务,中证2000,中国首家获得工程设计综合甲级资质并在主板上市的工程咨询企业,"数据交易中心,虚拟数字人,物联网,数据中心,机器视觉,无人驾驶,数字孪生,数字乡村,虚拟现实,光伏建筑一体化,ChatGPT,碳中和,低空经济,智能交通,乡村振兴,数字经济,AIGC,华为,基建工程,智慧城市,新型城镇化,高股息精选,车联网(车路协同),空间计算,智慧灯杆,人工智能,腾讯,水利,毫米波雷达",9.08,,民营企业,,,,工程设计,工程设计,建筑业,勘察设计,交通工程咨询行业江苏地区区域龙头地位,,,
000014.SZ,沙河股份,房地产-房地产-住宅开发,中证2000,深圳国资委旗下房地产上市公司之一,"广东国企改革,物业管理,粤港澳大湾区,深圳国企改革,国企改革,地方国企改革",34.91,34.02,地市国资控股,地方国资委,深圳市人民政府国资委,深圳市人民政府国资委,住宅,房地产,金融,地产开发,深圳市政府在香港的窗口企业、深业集团成员企业,,,
002281.SZ,光迅科技,通信-通信设备-通信网络设备及器件,中证500,主要从事光通信领域内光电子器件的开发及制造,"光纤,央企国企改革,量子科技,武汉光谷,华为,共封装光学(CPO),宽带中国,5G,芯片,养老金持股,6G,F5G,国企改革,液冷服务器",45.86,36.16,央企国资控股,国资委,国资委,国资委,光模块,通信,科技,光模块、光纤光缆,国内光模块龙头企业之一,106.0,社保基金,0.39
600525.SH,长园集团,电力设备-电网设备-输变电设备,中证2000,公司是工业及电力系统智能化数字化领域的先行者,"储能,充电桩,PCB,华为,光伏,宁德时代,比亚迪,新能源汽车,芯片,MR(混合现实),特高压,虚拟电厂,锂电池,医疗器械,粤港澳大湾区,智能电网,新型工业化",33.39,,民营企业,,,,输变电,电气设备,电力设备,智能电网设备,智能电网设备领先企业,,,
