证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
002430.SZ,杭氧股份,28.86,30.26,3.01,7.68,8.05,4.88,1.38,20.53,16.27,4.93,56.28,0.09,6.13,3.94,3.58,0.34
920001.BJ,纬达光电,228.63,251.31,3.69,1.02,1.2,0.98,0.6,0.0,-64.88,-5.59,10.6,0.09,-44.93,494.22,381.04,0.09
605155.SH,西大门,33.58,34.58,2.97,6.24,6.75,7.05,2.49,0.0,-4.66,21.04,6.89,0.09,1.64,11.09,9.95,0.18
002913.SZ,奥士康,32.86,36.01,2.8,6.14,6.38,3.81,2.5,0.0,1.52,1.08,45.79,0.09,33.49,11.73,10.3,0.17
002933.SZ,新兴装备,105.52,728.17,2.68,0.61,1.92,1.77,0.07,0.0,190.5,35.56,36.19,0.09,20.48,2374.22,109.92,0.09
300359.SZ,全通教育,-47.01,-29.34,6.39,-10.25,-9.88,-7.54,,0.0,-32.3,-13.51,18.86,0.09,扣非亏损,扣非亏损,亏损,-0.91
000676.SZ,智度股份,75.32,103.75,2.8,2.32,2.83,2.5,,0.0,50.44,-10.02,13.27,0.09,-10.35,89.59,53.23,0.1
003019.SZ,宸展光电,25.52,49.06,3.19,8.31,9.74,6.93,1.95,0.0,-12.43,6.44,38.81,0.09,7.61,11.81,5.24,0.17
002820.SZ,桂发祥,1783.41,-265.99,2.72,0.07,0.11,0.23,1.21,0.0,-98.1,23.3,9.83,0.09,扣非亏损,危险信号,32425.72,0.09
301349.SZ,信德新材,115.79,-2442.11,1.74,0.4,1.13,1.53,,0.0,124.81,24.69,17.04,0.09,扣非亏损,危险信号,204.93,0.09
000762.SZ,西藏矿业,-1399.58,-172.11,4.57,-0.66,-0.24,-0.13,0.23,0.0,-114.42,52.23,48.61,0.09,扣非亏损,扣非亏损,亏损,-0.91
300950.SZ,德固特,37.83,57.9,4.6,8.51,9.41,7.19,1.24,0.0,-31.86,23.29,35.98,0.09,2.49,13.61,8.04,0.16
301188.SZ,力诺药包,65.26,157.73,2.92,2.25,3.27,3.06,0.67,0.0,-43.6,7.27,37.36,0.09,21.69,140.04,39.92,0.09
920871.BJ,派特尔,70.39,73.36,4.9,5.21,5.28,4.32,1.8,0.0,-43.34,-0.25,16.9,0.09,-291.07,28.16,26.66,0.12
688016.SH,心脉医疗,19.89,42.76,2.88,9.61,10.95,10.85,1.83,50.98,-25.8,21.66,15.85,0.09,1.97,4.45,1.82,0.31
920405.BJ,海希通讯,60.79,71.95,4.81,6.0,6.02,3.82,1.37,20.33,33.45,33.99,51.93,0.09,2.12,11.98,10.1,0.17
688184.SH,ST帕瓦,-5.78,-3.07,0.99,-11.06,-11.47,-8.44,,0.0,54.99,16.07,20.95,0.09,扣非亏损,扣非亏损,亏损,-0.91
002891.SZ,中宠股份,33.53,31.88,5.15,12.15,12.38,8.85,1.12,29.24,33.5,15.75,42.05,0.09,2.02,2.62,2.71,0.47
605081.SH,*ST太和,-10.91,-3.14,1.34,-8.09,-8.83,-5.56,,0.0,-118.41,-36.6,31.85,0.09,扣非亏损,扣非亏损,亏损,-0.91
600630.SH,龙头股份,97.23,3565.81,4.95,0.54,3.82,2.98,0.4,0.0,-77.82,-15.0,52.18,0.09,-237.71,13175.0,50.91,0.09
688425.SH,铁建重工,20.64,19.56,1.53,5.29,5.61,4.11,1.93,0.0,-1.32,1.86,33.92,0.09,10.5,7.39,7.36,0.22
002048.SZ,宁波华翔,216.49,19.16,2.28,9.42,0.76,1.73,3.72,0.0,63.89,14.17,51.7,0.09,1.35,4.07,569.72,0.33
603348.SH,文灿股份,2015.03,425.27,1.47,-0.06,0.06,1.18,1.27,0.0,-103.08,15.73,52.44,0.09,27.04,-14614.24,67167.82,0.09
000856.SZ,冀东装备,221.04,465.12,5.7,0.03,1.93,0.46,,0.0,-95.17,-10.18,80.49,0.09,-45.68,31007.79,229.06,0.09
600422.SH,昆药集团,25.84,37.58,1.75,2.22,5.07,3.35,1.89,0.0,-59.52,-2.33,42.9,0.09,-16.14,33.89,10.19,0.12
603585.SH,苏利股份,20.54,33.41,1.5,5.24,5.45,4.17,,0.0,1764.7,4.75,39.75,0.09,7.04,12.76,7.54,0.16
601567.SH,三星医疗,16.07,18.89,2.64,10.44,12.47,6.87,2.89,55.75,-26.81,27.64,47.57,0.09,0.68,1.81,1.29,0.64
603798.SH,康普顿,54.83,80.28,3.46,4.28,4.71,4.74,1.25,0.0,6.44,3.96,12.34,0.09,20.28,37.53,23.28,0.11
301357.SZ,北方长龙,801.45,1563.44,10.6,0.75,1.0,0.77,,0.0,156.49,-26.39,8.86,0.09,-59.24,4143.21,1602.89,0.09
600714.SH,金瑞矿业,70.6,73.32,5.59,6.12,6.0,6.08,1.29,35.71,95.56,0.56,9.36,0.09,132.04,11.97,11.77,0.17
301196.SZ,唯科科技,30.75,38.09,2.75,6.33,6.88,5.98,3.35,0.0,60.94,19.42,20.05,0.09,1.96,12.04,8.94,0.17
300866.SZ,安克创新,20.54,25.6,5.35,15.73,20.27,12.09,2.15,31.88,13.82,25.78,49.52,0.09,0.99,1.63,1.01,0.7
300400.SZ,劲拓股份,43.49,48.89,6.4,11.04,10.3,7.67,4.81,0.0,46.63,-9.27,36.37,0.09,-5.28,8.85,8.44,0.2
603489.SH,八方股份,79.78,138.28,2.64,2.01,2.5,2.24,0.42,0.0,23.52,-17.39,15.9,0.09,-7.95,137.93,63.82,0.09
300852.SZ,四会富仕,41.7,56.38,4.09,6.7,7.86,5.82,0.53,0.0,6.85,10.49,36.61,0.09,5.37,16.84,10.61,0.14
002553.SZ,南方精工,20.07,82.21,6.7,7.69,27.86,25.07,1.56,0.0,13.44,9.87,18.43,0.09,8.33,21.38,1.44,0.13
300603.SZ,立昂技术,-56.56,-42.52,3.22,-4.29,-4.18,-2.62,,0.0,-1146.27,-5.76,35.39,0.09,扣非亏损,扣非亏损,亏损,-0.91
603517.SH,ST绝味,20.19,387.58,1.18,3.8,4.41,5.44,3.83,0.0,-43.27,-1.02,24.38,0.09,-379.73,203.93,9.16,0.09
920121.BJ,江天科技,23.59,26.66,5.47,18.23,19.12,15.56,,0.0,,16.28,28.76,0.09,1.64,2.92,2.47,0.43
000850.SZ,华茂股份,24.62,269.29,1.24,0.54,3.79,3.24,2.42,0.0,-64.29,-1.43,36.64,0.09,-188.08,992.24,12.99,0.09
002267.SZ,陕天然气,13.77,16.39,1.32,7.11,7.3,4.61,5.33,0.0,-11.52,5.6,50.7,0.09,2.92,4.61,3.77,0.3
920050.BJ,爱舍伦,25.32,26.76,3.06,9.13,10.0,7.04,,0.0,,6.86,35.77,0.09,3.9,5.86,5.06,0.26
300279.SZ,和晶科技,48.45,83.41,4.08,5.15,6.52,4.12,,0.0,15.99,0.39,46.39,0.09,215.08,32.4,14.86,0.12
300168.SZ,万达信息,-17.52,-15.48,7.72,-30.74,-28.39,-5.95,,0.0,26.07,-16.72,79.65,0.08,扣非亏损,扣非亏损,亏损,-0.92
003030.SZ,祖名股份,61.74,-136.79,2.6,-1.04,3.16,2.41,0.98,0.0,26.86,7.74,55.3,0.08,扣非亏损,扣非亏损,39.08,-0.92
601138.SH,工业富联,36.88,36.45,6.85,13.78,14.38,7.05,2.98,54.1,46.99,12.46,63.82,0.08,2.92,2.64,2.56,0.46
688128.SH,中国电研,23.6,26.14,3.52,10.87,11.37,5.58,2.38,0.0,21.84,9.9,56.78,0.08,2.64,4.81,4.15,0.29
688350.SH,富淼科技,83.06,-3666.67,2.87,1.91,2.5,1.95,,0.0,73.52,2.98,45.01,0.08,扣非亏损,危险信号,66.44,0.08
688090.SH,瑞松科技,-723.74,-1221.85,6.67,-0.99,-0.68,-0.35,0.28,0.0,-353.37,-1.23,46.41,0.08,扣非亏损,扣非亏损,亏损,-0.92
603719.SH,良品铺子,-29.58,-22.15,2.39,-6.86,-5.72,-3.36,3.5,0.0,-4546.37,-8.18,45.46,0.08,扣非亏损,扣非亏损,亏损,-0.92
002466.SZ,天齐锂业,357.78,-40.58,2.02,0.17,0.43,3.73,,0.0,101.24,120.07,30.5,0.08,扣非亏损,危险信号,1664.1,0.08
920425.BJ,乐创技术,56.05,71.84,6.66,8.89,9.11,8.91,1.09,0.0,76.56,-8.22,6.51,0.08,-8.74,16.17,12.31,0.15
600212.SH,绿能慧充,304.0,183.87,10.05,2.34,2.55,0.78,,0.0,305.96,67.04,74.09,0.08,2.74,157.14,238.43,0.09
600963.SH,岳阳林纸,46.52,-577.44,1.26,1.73,2.07,1.43,0.59,0.0,388.73,-1.54,61.12,0.08,扣非亏损,危险信号,44.94,0.08
920002.BJ,万达轴承,72.34,88.01,6.37,5.85,6.81,7.15,0.59,0.0,-5.71,-0.79,8.68,0.08,-111.87,30.07,21.24,0.12
603656.SH,泰禾智能,114.88,148.9,3.34,1.99,2.21,1.76,0.26,0.0,447.04,3.13,37.47,0.08,47.59,149.81,103.97,0.09
600382.SH,广东明珠,19.1,25.64,2.09,8.54,8.39,9.88,2.27,0.0,487.53,-36.8,16.17,0.08,-0.7,6.01,4.55,0.25
002520.SZ,日发精机,-12.22,-3.97,16.9,-126.62,-68.55,-8.25,,0.0,-536.96,-6.03,89.64,0.08,扣非亏损,扣非亏损,亏损,-0.92
300434.SZ,金石亚药,32.88,38.83,1.69,3.18,3.89,3.65,0.84,0.0,51.82,2.14,16.02,0.08,18.13,24.4,16.91,0.13
603993.SH,洛阳钼业,24.82,24.74,6.08,19.42,18.65,14.16,3.83,0.0,69.98,7.18,48.57,0.08,3.45,2.55,2.66,0.48
300947.SZ,德必集团,215.51,-677.3,2.31,0.13,0.79,2.39,,0.0,-90.4,13.14,75.95,0.08,扣非亏损,危险信号,545.59,0.08
605555.SH,德昌股份,39.14,33.01,2.8,4.96,5.27,3.02,1.62,0.0,-47.87,19.65,42.42,0.08,1.68,13.32,14.85,0.16
002239.SZ,奥特佳,70.14,73.77,1.89,1.91,2.02,1.61,0.1,0.0,28.63,16.68,49.2,0.08,4.42,77.25,69.44,0.1
300444.SZ,双杰电气,72.41,76.41,6.78,7.36,7.35,2.35,,0.0,1.92,46.04,78.16,0.08,1.66,20.77,19.7,0.13
600800.SH,渤海化学,-6.31,-6.72,4.1,-39.25,-39.33,-13.73,,0.0,-5.98,14.69,69.82,0.08,扣非亏损,扣非亏损,亏损,-0.92
002737.SZ,葵花药业,-182.57,-41.42,2.01,-1.93,-0.77,-0.19,2.44,0.0,-117.68,-4.89,17.4,0.08,扣非亏损,扣非亏损,亏损,-0.92
300162.SZ,雷曼光电,295.95,-65.89,3.91,-0.02,1.0,0.41,,0.0,99.73,-0.53,43.68,0.08,扣非亏损,扣非亏损,591.89,-0.92
600746.SH,江苏索普,52.03,67.21,1.6,2.26,2.31,1.93,0.71,0.0,-39.46,-5.6,20.04,0.08,-12.0,59.4,45.05,0.1
603367.SH,辰欣药业,15.2,23.01,1.26,4.53,6.22,5.33,3.2,36.86,-24.6,2.16,18.72,0.08,10.68,5.08,2.44,0.28
688620.SH,安凯微,-40.9,-37.54,3.33,-6.04,-5.9,-5.88,,0.0,-210.18,1.14,14.61,0.08,扣非亏损,扣非亏损,亏损,-0.92
688087.SH,英科再生,19.53,24.87,2.15,5.83,8.51,4.81,0.33,12.82,-17.37,13.94,61.02,0.08,1.78,4.27,2.29,0.32
603206.SH,嘉环科技,69.65,160.23,2.27,1.9,2.47,0.98,,0.0,-35.61,8.08,71.89,0.08,19.84,169.07,56.39,0.09
605358.SH,立昂微,-185.16,-71.84,3.8,-1.94,-1.48,-0.12,,0.0,-291.77,7.32,57.68,0.08,扣非亏损,扣非亏损,亏损,-0.92
601933.SH,永辉超市,-42.48,-12.37,10.89,-36.94,-17.38,-0.57,,0.0,-126.96,-9.28,88.96,0.08,扣非亏损,扣非亏损,亏损,-0.92
300631.SZ,久吾高科,54.26,53.81,2.68,2.67,3.8,2.55,0.85,0.0,112.66,3.3,34.11,0.08,16.31,40.36,28.56,0.11
002828.SZ,贝肯能源,62.76,59.49,3.49,2.78,4.22,3.19,0.58,0.0,-17.78,0.7,62.46,0.08,84.42,42.76,29.74,0.11
300650.SZ,太龙股份,80.24,81.51,3.23,2.72,3.04,2.31,0.43,25.0,41.58,-18.52,38.48,0.08,-4.4,30.0,26.4,0.12
300480.SZ,光力科技,156.0,-183.96,5.93,1.6,2.76,2.6,,0.0,134.56,3.39,32.67,0.08,扣非亏损,危险信号,113.05,0.08
605018.SH,长华集团,65.15,73.88,1.95,1.82,2.23,1.74,1.71,0.0,-37.18,15.25,19.97,0.08,4.85,81.36,58.43,0.1
600446.SH,金证股份,-190.18,-79.03,3.89,-2.29,-1.54,-0.96,,0.0,43.56,-10.35,28.76,0.08,扣非亏损,扣非亏损,亏损,-0.92
002942.SZ,新农股份,23.87,48.27,2.67,7.45,8.84,7.27,2.12,0.0,53.09,-3.22,27.43,0.08,-15.0,12.96,5.4,0.16
300166.SZ,东方国信,-90.88,-76.14,2.04,-2.14,-1.65,-0.93,,0.0,-388.93,4.66,38.11,0.08,扣非亏损,扣非亏损,亏损,-0.92
301617.SZ,博苑股份,56.06,57.57,5.86,7.77,7.93,8.07,1.17,26.99,-22.45,36.73,9.93,0.08,1.57,7.41,7.07,0.22
002998.SZ,优彩资源,43.21,92.44,1.92,2.76,3.0,1.88,8.7,100.0,-50.91,14.64,36.54,0.08,6.31,33.51,14.4,0.11
920931.BJ,无锡鼎邦,101.42,80.94,3.21,1.85,2.35,1.59,0.94,0.0,-75.52,9.77,47.39,0.08,8.28,87.44,86.32,0.09
600887.SH,伊利股份,12.04,22.0,2.97,18.45,18.6,7.26,4.04,0.0,18.73,1.88,60.55,0.08,11.68,2.38,1.29,0.5
301199.SZ,迈赫股份,34.43,53.22,2.35,4.49,5.23,3.61,0.34,0.0,60.32,12.43,36.85,0.08,4.28,23.71,13.17,0.13
002232.SZ,启明信息,-201.77,-46186.15,5.59,-2.48,-2.05,-1.76,0.05,0.0,10.93,-0.69,25.61,0.08,扣非亏损,扣非亏损,亏损,-0.92
300241.SZ,瑞丰光电,61.95,294.58,1.89,1.63,2.36,1.95,0.36,0.0,-6.96,2.0,38.14,0.08,147.49,362.4,52.5,0.09
600099.SH,林海股份,123.9,148.67,4.48,2.19,2.74,1.22,0.34,0.0,13.63,11.05,52.93,0.08,13.45,135.76,90.43,0.09
688501.SH,青达环保,19.96,19.24,3.09,11.84,12.2,5.62,1.71,0.0,309.23,28.03,60.85,0.08,0.69,3.25,3.27,0.39
002771.SZ,真视通,-46.0,-129.94,5.25,-8.21,-8.02,-5.79,0.06,0.0,-107.91,-3.36,31.47,0.08,扣非亏损,扣非亏损,亏损,-0.92
600298.SH,安琪酵母,24.07,27.65,3.1,8.62,9.9,6.45,1.53,0.0,15.02,12.64,48.85,0.08,2.19,6.42,4.86,0.24
600744.SH,华银电力,27.38,110.89,9.15,20.06,18.89,2.56,,0.0,1422.71,-4.19,91.98,0.08,-26.45,11.06,2.9,0.17
301255.SZ,通力科技,96.77,131.48,4.07,2.61,3.17,2.54,0.61,0.0,-31.01,-2.8,29.07,0.08,-46.97,100.8,61.06,0.09
688126.SH,沪硅产业,-83.48,-49.42,6.23,-6.98,-5.35,-2.81,,0.0,-27.74,13.58,42.49,0.08,扣非亏损,扣非亏损,亏损,-0.92
002050.SZ,三花智控,49.39,54.01,6.75,12.11,13.67,9.24,1.49,21.05,37.15,20.7,34.25,0.08,2.61,4.46,3.61,0.31
301592.SZ,六九一二,-273.66,132.2,9.36,-2.6,-2.4,-1.63,0.48,0.0,-282.63,40.28,37.21,0.08,3.28,困境反转,亏损,0.09
002738.SZ,中矿资源,213.56,188.02,4.84,1.01,1.68,2.66,1.41,0.0,-70.6,65.5,32.35,0.08,2.87,372.54,254.24,0.09
301257.SZ,普蕊斯,46.54,59.82,4.33,5.74,7.2,6.63,0.93,0.0,11.48,17.32,16.69,0.08,3.45,20.83,12.93,0.13
688722.SH,同益中,35.19,32.46,3.09,6.39,6.98,6.37,0.52,0.0,14.0,30.52,26.59,0.08,1.06,10.17,10.08,0.18
603501.SH,豪威集团,34.61,38.74,5.39,11.79,12.32,8.42,0.4,0.0,33.45,3.47,37.34,0.08,11.17,6.57,5.62,0.23
301050.SZ,雷电微力,64.12,129.69,4.33,4.64,5.05,4.5,0.98,29.58,-60.03,17.73,17.77,0.08,7.31,27.93,12.7,0.12
002465.SZ,海格通信,-180.64,-110.24,3.51,-1.84,-1.41,-1.22,0.55,0.0,-374.65,-2.1,40.46,0.08,扣非亏损,扣非亏损,亏损,-0.92
300636.SZ,同和药业,30.19,40.65,1.42,3.26,3.56,2.41,0.5,0.0,-18.02,8.99,27.09,0.08,4.52,24.96,16.96,0.12
600202.SH,哈空调,-73.38,-70.92,2.89,-4.94,-2.9,-0.09,0.45,0.0,-229.7,19.07,69.96,0.08,扣非亏损,扣非亏损,亏损,-0.92
300973.SZ,立高食品,21.59,23.42,2.91,9.21,9.35,7.06,1.79,0.0,26.63,11.05,39.79,0.08,2.12,5.08,4.62,0.28
000700.SZ,模塑科技,26.3,32.73,3.27,9.22,10.0,6.91,4.64,0.0,-25.12,-0.22,45.7,0.08,-146.77,7.1,5.26,0.22
603066.SH,音飞储存,38.82,-546.78,2.25,3.9,4.42,2.27,0.49,0.0,-44.59,15.53,52.29,0.08,扣非亏损,危险信号,17.57,0.08
002631.SZ,德尔未来,-47.23,-27.59,2.04,-3.17,-3.24,-1.65,,0.0,-166.52,-8.71,33.21,0.08,扣非亏损,扣非亏损,亏损,-0.92
300670.SZ,大烨智能,-22.6,-17.41,3.75,-10.89,-11.72,-3.24,,0.0,-28.39,-2.01,68.92,0.08,扣非亏损,扣非亏损,亏损,-0.92
300601.SZ,康泰生物,259.88,-572.2,1.87,0.29,0.51,0.17,0.52,0.0,-90.82,-9.05,32.01,0.08,扣非亏损,危险信号,1019.12,0.08
603718.SH,海利生物,140.45,120.89,2.48,1.06,1.29,2.2,1.13,0.0,471.11,-6.93,5.88,0.08,-17.45,227.08,217.75,0.09
920060.BJ,万源通,36.44,40.4,4.63,8.91,9.6,6.63,1.63,0.0,4.49,1.08,39.13,0.08,37.44,9.07,7.59,0.19
000153.SZ,丰原药业,22.42,44.78,1.43,3.64,4.85,2.84,1.63,0.0,-36.39,5.54,57.21,0.08,8.08,24.63,9.24,0.12
002125.SZ,湘潭电化,40.18,54.26,2.76,4.63,5.17,3.86,1.59,0.0,-38.6,1.21,39.94,0.08,44.87,23.43,15.54,0.12
300664.SZ,鹏鹞环保,11.78,40.87,0.96,3.88,6.23,5.16,1.87,20.3,-1.79,-2.59,42.36,0.08,-15.76,10.53,1.89,0.18
300747.SZ,锐科激光,102.22,632.17,4.97,2.01,3.69,2.22,0.26,0.0,-4.74,-1.4,35.65,0.08,-452.7,629.78,55.41,0.08
688503.SH,聚和材料,53.96,70.58,3.55,5.7,4.99,2.88,0.98,0.0,-37.42,35.83,59.07,0.08,1.97,24.74,21.63,0.12
601200.SH,上海环境,16.26,19.96,0.97,4.42,4.56,3.08,1.22,0.0,2.99,-4.35,57.14,0.08,-4.59,9.03,7.13,0.19
002098.SZ,浔兴股份,16.62,19.05,2.54,11.82,12.0,8.97,1.25,0.0,-5.27,6.2,34.26,0.08,3.07,3.22,2.77,0.39
000936.SZ,华西股份,16.7,41.66,1.37,3.65,6.19,6.8,0.49,10.53,37.81,10.94,25.4,0.08,3.81,11.4,2.7,0.17
300413.SZ,芒果超媒,35.16,39.38,2.06,3.47,4.45,2.26,0.82,0.0,-35.5,-3.28,29.55,0.08,-12.0,22.73,15.8,0.13
688267.SH,中触媒,22.08,27.68,1.79,6.03,6.14,6.49,1.49,0.0,55.84,7.79,7.32,0.08,3.55,9.18,7.19,0.19
600080.SH,金花股份,62.92,132.95,1.83,1.61,2.19,1.63,0.38,0.0,45.96,3.21,19.09,0.08,41.44,164.92,57.46,0.09
600724.SH,宁波富达,42.84,58.04,3.38,5.04,5.82,5.17,2.2,0.0,0.33,-3.3,21.14,0.08,-17.59,23.03,14.71,0.12
688339.SH,亿华通,-16.94,-11.97,3.11,-12.91,-12.95,-7.96,,0.0,-12.37,-9.48,39.22,0.08,扣非亏损,扣非亏损,亏损,-0.92
002517.SZ,恺英网络,23.86,27.4,4.93,18.14,20.78,15.16,1.47,0.0,18.65,30.43,22.43,0.08,0.9,3.02,2.3,0.41
002850.SZ,科达利,26.41,26.28,3.34,9.27,9.48,7.45,2.05,0.0,14.53,43.2,40.73,0.08,0.61,5.67,5.57,0.26
688486.SH,龙迅股份,62.51,74.02,6.87,7.03,8.6,8.16,0.9,0.0,38.55,26.98,4.75,0.08,2.74,21.06,14.54,0.13
301112.SZ,信邦智能,852.56,-916.76,3.38,-0.19,0.3,-0.93,0.43,0.0,-132.07,10.17,15.99,0.08,扣非亏损,扣非亏损,5683.72,-0.92
600189.SH,泉阳泉,179.79,-95.79,4.79,-0.21,2.02,2.8,,0.0,79.62,-6.18,66.48,0.08,扣非亏损,扣非亏损,178.01,-0.92
600460.SH,士兰微,109.73,125.48,4.28,2.45,2.84,1.49,0.15,0.0,110.69,16.01,48.97,0.08,7.84,102.53,77.27,0.09
002694.SZ,顾地科技,-6.29,-31.5,24.16,-5.86,-118.03,-25.55,,0.0,83.2,-16.88,91.05,0.08,扣非亏损,扣非亏损,亏损,-0.92
300679.SZ,电连技术,34.93,32.33,3.45,7.41,7.56,5.65,0.8,0.0,-16.85,15.28,34.53,0.08,2.12,8.73,9.24,0.2
002372.SZ,伟星新材,26.29,23.79,3.91,9.86,10.77,9.66,4.75,58.82,-19.94,-0.39,23.42,0.08,-61.31,2.41,2.44,0.5
920663.BJ,明阳科技,31.53,31.12,6.12,14.48,14.02,12.51,2.69,93.6,0.09,23.59,26.33,0.08,1.32,2.15,2.25,0.55
688114.SH,华大智造,-171.25,-71.22,3.53,-2.92,-1.53,-2.26,,0.0,54.17,-6.67,23.69,0.08,扣非亏损,扣非亏损,亏损,-0.92
600576.SH,祥源文旅,33.16,38.43,2.33,4.95,5.4,5.3,,0.0,33.47,19.08,36.57,0.08,2.01,15.51,12.28,0.15
603387.SH,基蛋生物,20.0,22.87,1.59,5.07,6.0,3.96,2.18,42.86,-9.96,-3.27,26.98,0.08,-7.0,4.51,3.33,0.3
600531.SH,豫光金铅,29.34,29.8,4.2,10.18,10.72,5.64,3.5,0.0,12.17,13.93,73.83,0.08,2.14,5.85,5.47,0.25
002298.SZ,中电鑫龙,210.53,-6.57,3.35,0.76,1.34,1.74,,0.0,104.31,-10.97,54.83,0.08,扣非亏损,危险信号,314.22,0.02
002762.SZ,*ST金比,-22.86,-25.56,3.12,-7.29,-9.63,-9.01,0.86,0.0,-447.61,-8.26,15.92,0.08,扣非亏损,扣非亏损,亏损,-0.92
300134.SZ,大富科技,-39.4,-19.91,2.34,-4.95,-4.37,-3.2,,0.0,18.41,-1.62,31.6,0.08,扣非亏损,扣非亏损,亏损,-0.92
002867.SZ,周大生,11.45,13.42,2.15,13.52,13.6,13.59,6.54,45.45,1.85,17.74,23.65,0.08,0.76,0.99,0.84,1.09
603375.SH,盛景微,148.67,302.67,2.41,0.85,1.22,1.06,0.27,0.0,24.06,28.27,11.13,0.08,10.71,708.49,243.73,0.08
688171.SH,纬德信息,750.57,663.51,5.29,0.27,0.53,0.67,0.25,0.0,12.3,-17.79,7.5,0.08,-37.29,4971.96,2832.33,0.08
601212.SH,白银有色,-317.9,155.9,5.9,-0.01,-1.38,3.02,0.14,0.0,99.44,6.78,65.91,0.08,23.01,困境反转,亏损,0.08
002322.SZ,理工能科,26.11,21.39,1.73,4.57,4.73,4.46,6.12,90.32,-23.32,-0.44,10.07,0.08,-49.15,4.68,5.52,0.29
300682.SZ,朗新科技,132.42,-59.33,2.75,1.22,1.54,0.91,2.05,0.0,-30.62,-1.09,26.23,0.08,扣非亏损,危险信号,171.97,0.07
688621.SH,阳光诺和,32.67,60.84,6.12,13.57,14.95,8.48,0.43,0.0,-23.89,30.18,47.3,0.08,2.02,8.97,4.37,0.19
920821.BJ,则成电子,171.06,215.34,6.45,2.22,2.82,2.08,0.31,0.0,-37.04,6.72,36.65,0.08,32.07,194.12,121.32,0.09
300042.SZ,朗科科技,-177.31,-201.56,6.72,-2.77,-2.8,-2.76,,0.0,63.86,-23.24,22.3,0.08,扣非亏损,扣非亏损,亏损,-0.92
300452.SZ,山河药辅,20.08,30.64,3.81,12.8,13.69,10.0,2.48,0.0,14.02,12.84,36.45,0.08,2.39,4.79,2.93,0.29
601777.SH,千里科技,656.15,-173.81,4.46,-1.68,0.51,-0.35,,0.0,-826.19,33.25,53.01,0.08,扣非亏损,扣非亏损,2573.15,-0.92
300602.SZ,飞荣达,51.85,62.96,4.98,6.31,7.37,4.11,0.2,0.0,110.29,18.67,53.2,0.08,3.37,19.97,14.07,0.13
301234.SZ,五洲医疗,109.8,116.45,3.56,1.95,2.43,2.41,1.19,0.0,-45.3,-2.11,12.32,0.08,-55.12,119.72,90.37,0.09
002240.SZ,盛新锂能,-31.9,-27.93,3.05,-7.42,-6.71,-2.36,,0.0,-42.28,74.23,50.34,0.08,扣非亏损,扣非亏损,亏损,-0.92
603130.SH,云中马,115.46,123.77,5.69,3.08,3.74,2.14,1.04,0.0,-29.5,15.38,51.82,0.08,8.05,80.33,61.74,0.09
600363.SH,联创光电,52.25,114.71,6.3,8.49,9.33,6.23,0.11,0.0,16.79,-4.67,41.7,0.08,-24.58,27.03,11.2,0.12
301003.SZ,江苏博云,40.67,36.31,3.97,7.11,6.89,7.22,8.25,51.72,-13.06,-0.33,5.07,0.08,-109.5,5.11,5.9,0.28
600967.SH,内蒙一机,54.24,54.16,2.35,3.27,3.28,1.94,1.73,0.0,9.31,-9.52,44.13,0.08,-5.69,33.12,33.07,0.11
300932.SZ,三友联众,51.43,62.75,2.46,3.5,3.59,2.23,1.49,0.0,25.6,8.89,47.3,0.08,7.06,35.88,28.65,0.11
688314.SH,康拓医疗,29.16,37.27,4.33,10.82,12.16,11.63,1.25,29.41,7.8,14.86,12.72,0.08,2.51,3.45,2.4,0.37
600620.SH,天宸股份,132.87,77.86,3.16,1.4,1.75,1.41,0.26,0.0,157.48,173.27,47.75,0.08,0.45,110.91,151.85,0.09
300176.SZ,鸿特科技,79.59,198.94,3.08,2.56,2.94,1.99,0.29,0.0,-11.51,10.53,59.01,0.08,18.89,155.36,54.14,0.09
603363.SH,傲农生物,19.38,-27.33,3.2,-2.07,13.96,5.47,,0.0,93.0,-15.04,58.62,0.08,扣非亏损,扣非亏损,2.78,-0.92
301225.SZ,恒勃股份,117.09,116.24,9.59,5.82,6.28,5.49,1.58,0.0,8.65,10.97,22.92,0.08,10.59,39.96,37.29,0.1
000710.SZ,贝瑞基因,-59.67,-16.16,2.58,-3.26,-3.18,-1.62,,0.0,-519.85,-8.67,29.63,0.08,扣非亏损,扣非亏损,亏损,-0.92
300259.SZ,新天科技,25.79,34.77,1.82,3.42,5.34,5.19,2.0,0.0,5.68,-9.07,14.74,0.08,-3.83,20.31,9.66,0.13
300357.SZ,我武生物,31.29,37.61,5.46,13.63,13.8,13.33,1.08,0.0,28.92,4.9,5.6,0.08,7.68,5.52,4.53,0.26
300692.SZ,中赋科技,36.08,66.67,1.83,3.38,3.68,3.07,0.53,0.0,7.98,2.53,62.25,0.08,26.35,39.51,19.61,0.1
688136.SH,科兴制药,41.93,76.36,3.63,4.21,6.66,4.21,0.37,0.0,190.65,3.27,49.69,0.08,23.34,36.3,12.59,0.11
300785.SZ,值得买,832.29,199.85,7.9,0.48,0.71,0.12,0.45,0.0,46.27,3.42,20.54,0.08,58.41,840.23,2344.47,0.08
