证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占比,资产负债率,扣非PEG,扣非市赚率,市赚率
601728.SH,中国电信,14.9,18.76,1.3,6.44,6.48,4.49,4.31,70.1,29.99,7.49,5.42,9.22,6.61,47.69,2.03,2.91,2.3
300403.SZ,汉宇集团,23.61,24.75,2.94,9.1,9.14,7.93,4.29,67.12,33.87,21.81,0.78,5.72,,18.97,4.33,2.72,2.58
300784.SZ,利安科技,62.42,56.57,4.93,6.67,8.51,5.99,,36.58,28.05,11.95,-10.5,-4.36,,25.3,-12.99,8.48,7.33
300286.SZ,安科瑞,20.85,26.74,3.18,10.6,11.64,9.54,1.16,21.34,46.24,19.41,-11.89,17.27,,22.79,1.55,2.52,1.79
688069.SH,德林海,50.49,482.89,1.4,1.57,2.03,1.61,,96.97,39.33,9.17,178.78,-13.19,,17.03,-36.6,306.89,24.87
002907.SZ,华森制药,60.39,138.46,3.62,3.67,4.53,4.2,0.32,30.96,57.69,12.14,60.53,-7.75,,13.31,-17.87,37.78,13.33
603600.SH,永艺股份,13.02,16.4,1.78,10.32,10.23,6.58,3.62,41.95,22.68,6.78,14.85,3.32,0.23,44.67,4.93,1.59,1.27
688307.SH,中润光学,47.24,44.11,2.82,3.9,4.45,3.16,0.96,43.21,34.09,11.78,239.2,4.75,0.19,18.4,9.28,11.31,10.62
001210.SZ,金房能源,21.75,17.4,1.44,4.67,5.04,3.6,0.25,14.84,23.01,9.91,17.52,8.5,0.81,23.94,2.05,3.72,4.32
688076.SH,诺泰生物,27.06,29.08,4.96,14.82,14.63,10.04,0.89,9.68,69.32,28.01,301.43,24.48,5.92,40.6,1.19,1.96,1.85
600633.SH,浙数文化,22.56,187.68,1.42,3.23,4.73,4.09,1.18,77.36,59.68,21.19,-46.85,5.07,39.98,12.29,37.04,58.05,4.77
000423.SZ,东阿阿胶,25.19,26.7,3.9,10.34,10.62,9.76,3.62,99.77,74.13,26.61,52.33,11.52,0.01,21.88,2.32,2.58,2.37
300760.SZ,迈瑞医疗,24.54,28.57,9.38,29.74,28.68,22.49,2.0,65.11,64.87,36.3,7.75,18.46,26.67,27.06,1.55,0.96,0.86
300453.SZ,三鑫医疗,19.69,21.51,3.51,12.16,13.27,9.82,1.97,48.89,35.03,16.94,18.84,11.96,5.99,38.45,1.8,1.77,1.48
605090.SH,九丰能源,9.15,13.76,2.13,14.48,18.08,12.39,2.51,22.59,10.11,9.08,2.23,49.3,10.5,35.19,0.28,0.95,0.51
600009.SH,上海机场,56.46,58.21,2.22,2.9,2.93,2.91,0.37,30.54,22.56,15.57,159.13,18.47,,38.25,3.15,20.05,19.27
003008.SZ,开普检测,26.27,33.01,1.84,4.63,5.18,6.86,1.07,92.57,68.88,34.44,43.22,5.9,,5.18,5.6,7.13,5.07
603520.SH,司太立,352.4,328.57,1.58,0.2,0.41,1.53,,95.73,21.44,0.51,-84.06,18.63,15.15,54.51,17.64,1673.82,859.52
688208.SH,道通科技,20.65,27.46,4.75,13.56,16.4,10.55,1.68,45.62,55.84,17.92,65.67,28.96,,45.24,0.95,2.03,1.26
601010.SH,文峰股份,45.75,39.29,0.97,1.48,1.56,2.07,1.97,96.59,47.3,4.97,-33.1,-2.49,,30.74,-15.76,26.49,29.33
603697.SH,有友食品,26.24,40.57,2.38,5.78,6.4,7.27,2.69,89.88,30.06,13.67,17.07,-3.36,,9.26,-12.09,7.02,4.1
300773.SZ,拉卡拉,26.79,30.34,5.17,14.15,13.53,5.22,3.12,76.28,31.19,11.68,7.26,3.55,,67.43,8.56,2.14,1.98
002847.SZ,盐津铺子,23.61,29.58,10.05,28.27,30.81,19.32,2.16,51.25,31.84,12.83,12.9,28.51,,49.44,1.04,1.05,0.77
301328.SZ,维峰电子,50.57,50.14,2.43,3.58,3.57,3.17,0.61,46.2,40.64,18.21,-16.56,22.76,,4.3,2.2,14.01,14.16
002469.SZ,三维化学,20.01,17.57,1.49,5.36,5.45,4.81,4.95,76.84,19.75,8.84,-26.51,96.76,0.7,20.28,0.18,3.28,3.67
000750.SZ,国海证券,133.66,220.93,1.5,0.82,0.84,,1.13,26.86,,8.53,-55.74,0.37,0.1,64.61,593.1,268.41,159.12
002969.SZ,嘉美包装,32.26,18.31,1.43,3.03,3.07,3.18,6.31,25.08,13.12,3.57,49.76,21.78,,44.33,0.84,6.05,10.51
002508.SZ,老板电器,13.98,16.3,2.08,10.08,11.01,7.78,4.59,62.17,50.43,16.03,-16.27,11.71,0.11,31.12,1.39,1.62,1.27
600309.SH,万华化学,17.09,16.92,2.71,12.02,12.1,5.71,2.12,19.97,15.38,8.33,-12.07,39.29,2.21,67.19,0.43,1.41,1.41
603992.SH,松霖科技,21.0,24.72,3.23,11.15,11.79,8.27,2.42,49.79,35.39,14.63,1.92,15.65,3.01,34.38,1.58,2.22,1.78
000408.SZ,藏格矿业,19.2,19.34,3.62,14.06,13.98,13.9,6.31,31.48,45.18,80.06,-37.38,60.09,,4.85,0.32,1.38,1.37
688578.SH,艾力斯,18.15,20.79,5.29,22.85,23.95,23.38,0.96,17.15,95.8,41.96,165.98,31538.11,,10.49,0.0,0.91,0.76
002811.SZ,郑中设计,20.38,-296.69,2.65,6.76,8.24,5.68,2.03,81.84,33.83,11.51,839.89,-14.0,,55.7,扣非亏损,扣非转亏,2.47
600398.SH,海澜之家,11.76,13.38,1.79,10.66,10.81,7.03,7.55,67.5,44.59,12.87,-21.34,6.78,5.14,47.46,1.97,1.26,1.09
688550.SH,瑞联新材,24.16,29.32,2.02,5.9,6.28,5.95,1.13,21.78,43.3,16.95,100.08,8.0,,12.07,3.66,4.97,3.85
601121.SH,宝地矿业,22.76,32.39,1.68,5.11,5.52,5.52,1.66,38.89,47.89,30.46,91.95,10.09,0.17,38.61,3.21,6.34,4.12
002582.SZ,好想你,-36.56,-43.59,0.83,-1.65,-1.55,-1.5,7.82,-483.05,24.26,-5.24,-15.63,-8.2,,25.91,扣非亏损,扣非亏损,亏损
300664.SZ,鹏鹞环保,14.09,29.4,0.92,3.99,4.89,4.24,1.5,27.27,30.79,15.63,-17.44,-0.41,,44.59,-71.42,7.36,2.88
002555.SZ,三七互娱,14.95,16.47,3.0,14.83,14.64,10.86,4.36,36.53,79.12,14.23,-9.67,4.88,12.39,34.62,3.37,1.11,1.02
301181.SZ,标榜股份,24.01,29.43,2.02,4.74,6.24,6.34,1.77,28.55,33.14,24.7,-30.52,-1.95,,9.98,-15.1,6.2,3.85
300562.SZ,乐心医疗,46.52,50.31,3.03,4.81,4.82,2.71,1.32,80.58,36.26,6.37,389.83,-7.42,1.73,34.61,-6.78,10.45,9.65
300272.SZ,开能健康,37.14,47.93,3.56,6.38,6.62,4.76,2.5,49.54,40.26,8.74,-17.95,12.83,11.35,55.73,3.73,7.51,5.61
300400.SZ,劲拓股份,58.78,81.48,6.09,7.54,7.15,5.07,0.77,257.5,34.89,10.84,78.63,-5.69,0.28,33.19,-14.32,10.81,8.22
002517.SZ,恺英网络,17.33,18.56,4.88,22.68,21.94,18.22,1.79,26.28,82.21,32.6,23.43,42.02,14.07,19.41,0.44,0.82,0.79
300795.SZ,米奥会展,48.28,27.45,8.22,9.36,10.8,8.99,1.36,166.45,50.17,17.21,-28.42,108.0,11.54,32.93,0.25,2.93,4.47
603601.SH,再升科技,30.69,-195.57,1.75,2.92,4.04,4.07,0.7,40.25,22.4,9.3,-37.21,-4.06,1.04,26.85,扣非亏损,扣非转亏,7.6
001206.SZ,依依股份,14.76,18.48,1.64,7.57,8.3,9.78,4.12,51.9,19.57,11.47,61.08,3.17,,11.94,5.83,2.44,1.78
300856.SZ,科思股份,14.23,14.6,3.72,17.95,18.64,15.59,2.41,48.34,45.29,27.66,-9.0,35.32,,29.7,0.41,0.81,0.76
600941.SH,中国移动,14.65,17.83,1.63,7.64,8.3,7.14,4.43,63.6,30.81,14.02,3.61,9.54,0.0,32.96,1.87,2.33,1.77
603057.SH,紫燕食品,15.54,25.24,3.62,14.81,16.6,14.25,3.71,62.74,26.22,13.1,2.93,11.13,,40.88,2.27,1.7,0.94
688505.SH,复旦张江,83.62,182.21,4.1,2.31,3.66,2.97,0.76,29.42,91.79,15.7,-23.76,3.23,,10.45,56.41,78.73,22.85
603558.SH,健盛集团,11.06,12.18,1.58,10.52,10.65,8.39,5.16,43.4,28.74,13.68,28.12,13.77,4.02,37.38,0.89,1.16,1.04
300761.SZ,立华股份,11.55,17.7,2.06,13.94,13.96,8.61,,43.21,16.11,9.13,449.23,21.73,0.14,40.42,0.81,1.27,0.83
002457.SZ,青龙管业,30.6,41.76,1.99,4.55,4.89,3.3,0.96,41.42,31.28,7.11,5387.34,1.3,3.53,43.38,32.07,9.17,6.26
300284.SZ,苏交科,82.68,77.67,2.03,1.49,1.83,1.22,2.11,20.01,31.64,5.32,-30.43,-1.28,6.1,44.94,-60.75,52.13,45.18
002093.SZ,国脉科技,41.88,75.65,2.28,2.71,4.09,4.27,0.66,25.48,53.39,41.22,29.07,6.96,0.76,20.43,10.88,27.92,10.24
600211.SH,西藏药业,12.43,17.76,3.62,19.69,22.01,18.17,3.97,50.02,94.93,36.55,-6.22,32.63,0.24,21.56,0.54,0.9,0.56
002749.SZ,国光股份,18.02,19.1,3.24,14.01,14.69,12.21,4.59,64.63,45.59,19.86,22.92,17.09,2.57,14.94,1.12,1.36,1.23
002757.SZ,南兴股份,14.49,30.22,1.68,8.47,8.68,6.62,3.2,53.6,19.96,8.15,-8.75,19.79,19.98,38.83,1.53,3.57,1.67
001339.SZ,智微智能,86.18,136.58,4.64,3.54,4.12,4.76,0.12,35.53,17.76,5.18,157.87,24.3,,55.96,5.62,38.56,20.92
002241.SZ,歌尔股份,28.6,42.19,2.75,6.48,7.45,3.32,0.48,13.79,11.44,3.29,160.22,21.18,1.83,59.43,1.99,6.51,3.84
300151.SZ,昌红科技,107.49,250.64,7.4,3.83,4.87,3.68,0.27,73.28,28.78,8.73,76.7,-4.8,0.23,33.41,-52.24,65.5,22.07
300421.SZ,力星股份,49.7,59.35,2.69,3.98,4.09,3.16,1.94,99.52,18.25,6.53,-11.51,8.84,4.43,33.84,6.71,14.93,12.15
605098.SH,行动教育,16.12,17.13,4.45,19.58,19.64,10.36,4.67,86.7,75.91,34.95,18.72,25.64,,54.0,0.67,0.88,0.82
301299.SZ,卓创资讯,49.97,64.59,5.76,7.0,8.04,6.25,3.47,68.59,66.05,24.03,43.38,9.19,,32.17,7.03,9.23,6.22
000875.SZ,吉电股份,8.81,14.32,1.28,10.72,11.31,4.13,2.5,29.83,31.67,18.66,26.31,13.47,0.02,74.07,1.06,1.34,0.78
601899.SH,紫金矿业,13.08,14.08,3.2,19.65,20.22,10.42,2.01,17.62,19.53,12.88,56.16,19.96,0.41,55.38,0.71,0.72,0.65
002307.SZ,北新路桥,782.48,-279.55,1.52,-0.37,0.15,1.25,,120.49,19.61,-0.19,-335.02,-9.64,0.08,90.19,扣非亏损,扣非亏损,5216.57
836395.BJ,朗鸿科技,35.56,36.7,10.11,19.3,19.97,19.82,3.63,55.68,57.1,37.3,56.08,0.34,,19.05,108.23,1.9,1.78
603110.SH,东方材料,174.49,503.32,4.21,1.61,1.83,1.84,,0.0,28.34,4.21,-4.09,-1.71,,16.25,-294.57,623.73,190.7
603351.SH,威尔药业,22.48,24.97,2.03,6.35,6.94,6.07,1.14,0.0,25.92,11.1,32.76,17.41,,26.48,1.43,7.87,6.48
834475.BJ,三友科技,116.49,131.57,3.77,2.77,2.41,1.87,1.15,0.0,16.51,2.47,-68.04,14.56,,33.05,9.03,95.03,96.67
603477.SH,巨星农牧,31.62,569.49,3.55,8.7,8.1,5.14,,0.0,17.84,6.72,194.36,47.37,17.37,60.81,12.02,130.97,7.81
002164.SZ,宁波东力,49.05,54.49,2.04,3.0,3.17,2.08,,0.0,19.61,3.95,98.43,7.56,2.49,40.7,7.21,36.37,30.94
688603.SH,天承科技,101.37,121.18,7.02,4.46,5.24,5.43,0.45,0.0,39.1,20.93,22.11,12.07,,6.77,10.04,54.38,38.69
003019.SZ,宸展光电,20.27,24.42,2.97,9.83,10.85,8.43,1.99,0.0,23.47,8.44,36.35,6.99,,38.54,3.49,4.97,3.74
000785.SZ,居然之家,19.2,21.72,0.92,4.06,3.64,3.34,1.88,0.0,29.33,7.77,-31.04,16.09,0.82,58.84,1.35,10.7,10.55
300131.SZ,英唐智控,156.54,254.51,5.56,2.66,2.67,2.33,,0.0,7.84,1.01,37.79,-20.56,22.17,51.98,-12.38,191.55,117.26
301101.SZ,明月镜片,32.93,40.99,3.68,7.37,8.57,9.4,0.72,0.0,59.3,24.84,9.88,11.69,,8.97,3.51,11.13,7.68
002839.SZ,张家港行,5.18,5.59,0.59,8.27,8.89,,5.15,0.0,,41.16,7.92,2.9,,91.53,1.93,1.35,1.16
002840.SZ,华统股份,112.53,-71.29,3.71,2.05,2.54,2.4,,0.0,6.01,0.87,109.4,-0.51,2.76,74.42,扣非亏损,扣非转亏,88.6
430510.BJ,丰光精密,140.04,103.54,10.24,5.08,5.17,4.69,0.43,0.0,36.79,12.0,143.69,7.97,,30.26,13.0,40.78,54.18
601616.SH,广电电气,52.87,104.44,1.38,1.7,1.9,1.8,1.93,0.0,28.24,8.56,289.89,-9.46,8.14,14.82,-11.04,122.59,55.66
002049.SZ,紫光国微,47.24,47.21,5.3,7.37,8.49,6.05,1.01,0.0,56.81,23.83,-54.37,34.3,5.63,26.84,1.38,12.81,11.13
688168.SH,安博通,-34.53,-581.26,3.27,-7.09,-6.81,-5.48,0.14,0.0,60.7,-29.4,-16.67,28.55,,23.89,扣非亏损,扣非亏损,亏损
300806.SZ,斯迪克,93.01,564.93,3.0,1.48,2.44,1.48,0.14,0.0,23.27,2.68,-46.46,9.45,,69.98,59.76,765.48,76.24
838837.BJ,华原股份,38.38,39.97,4.76,8.43,9.21,5.78,2.2,0.0,26.6,12.18,17.7,6.74,0.04,42.62,5.93,9.48,8.33
603109.SH,神驰机电,18.78,21.9,1.82,7.15,7.32,4.76,2.13,0.0,26.86,6.91,-24.29,20.14,,43.31,1.09,6.12,5.13
301571.SZ,国科天成,67.27,,5.41,6.91,8.05,6.6,,0.0,36.9,17.66,38.39,32.49,,29.78,,,16.71
000429.SZ,粤高速A,12.52,13.31,2.22,13.96,13.45,11.2,6.47,0.0,68.24,51.65,-0.31,11.8,,41.66,1.13,1.91,1.86
600199.SH,金种子酒,-73.31,-80.89,4.03,-4.51,-4.03,-2.82,,0.0,38.67,-12.25,-128.92,12.84,,26.52,扣非亏损,扣非亏损,亏损
300486.SZ,东杰智能,-26.83,-8.43,2.22,-6.3,-5.66,-1.78,,0.0,10.92,-13.94,-93.82,-3.38,16.78,57.35,扣非亏损,扣非亏损,亏损
300257.SZ,开山股份,34.0,34.92,1.58,3.36,3.51,2.94,0.63,0.0,32.92,7.1,-35.73,11.21,3.06,61.89,3.12,20.77,19.38
301227.SZ,森鹰窗业,-40.99,-70.06,1.05,-2.48,-1.85,-2.03,1.85,0.0,24.18,-8.6,-140.12,4.34,,25.06,扣非亏损,扣非亏损,亏损
600405.SH,动力源,-12.16,-7.4,5.7,-30.83,-29.5,-6.05,,0.0,29.96,-35.9,-65.23,-7.15,,77.21,扣非亏损,扣非亏损,亏损
601169.SH,北京银行,4.28,4.57,0.44,6.08,7.81,,7.06,17.4,,39.93,1.87,1.24,,91.18,3.67,0.75,0.55
002278.SZ,神开股份,76.12,112.35,1.84,1.04,1.83,2.2,0.85,0.0,36.46,5.99,91.94,2.6,7.22,34.26,43.19,216.81,83.19
002291.SZ,遥望科技,-10.72,-5.57,1.44,-10.35,-9.65,-6.24,,0.0,7.34,-10.42,6.21,30.64,32.11,35.17,扣非亏损,扣非亏损,亏损
000544.SZ,中原环保,6.9,9.7,1.1,10.76,11.22,4.38,2.59,0.0,48.04,25.44,36.48,62.13,,72.56,0.16,1.8,1.23
603912.SH,佳力图,249.35,337.78,2.24,0.02,0.65,0.38,0.91,0.0,26.31,2.71,-96.8,0.68,,45.28,494.38,41700.69,767.23
300921.SZ,南凌科技,398.57,230.97,3.77,-0.55,0.7,0.65,0.81,0.0,29.81,1.06,-328.14,7.1,,16.47,32.55,转盈,1138.78
600887.SH,伊利股份,13.09,18.82,3.37,15.5,19.32,7.88,4.49,0.0,34.81,12.28,0.65,9.33,8.52,60.19,2.02,2.43,1.36
002176.SZ,江特电机,-139.76,-28.53,4.11,-5.13,-2.18,-0.74,,0.0,4.45,-6.85,-22.88,41.56,1.33,42.38,扣非亏损,扣非亏损,亏损
688295.SH,中复神鹰,-1877.16,-208.05,4.4,-1.57,-0.17,0.12,0.35,0.0,19.26,-0.75,-128.57,67.9,,48.49,扣非亏损,扣非亏损,亏损
600520.SH,文一科技,297.95,802.67,18.95,2.28,4.91,3.1,,0.0,22.94,7.64,109.2,2.74,,33.59,292.93,704.0,121.37
300004.SZ,南风股份,62.19,-1586.54,2.02,1.83,2.46,2.09,,0.0,31.48,9.63,643.02,-3.11,,14.82,扣非亏损,扣非转亏,50.56
301456.SZ,盘古智能,52.14,55.59,1.82,2.0,2.65,2.37,1.09,0.0,38.14,16.2,-42.0,6.05,,7.16,9.19,55.59,39.35
688066.SH,航天宏图,-23.98,-11.51,3.59,-12.22,-10.19,-2.35,,0.0,28.45,-16.53,-157.1,38.26,,64.63,扣非亏损,扣非亏损,亏损
002827.SZ,高争民爆,59.93,79.24,9.98,11.51,12.95,5.4,0.9,0.0,26.91,9.93,25.24,27.31,4.21,58.27,2.9,13.77,9.26
002852.SZ,道道全,19.56,70.07,1.43,3.88,5.53,4.33,2.03,0.0,8.91,2.67,-39.02,10.55,,56.9,6.64,36.11,7.07
603007.SH,*ST花王,-52.45,-27.09,17.28,-24.07,-26.96,-2.85,,0.0,-1.42,-131.39,-29.02,-23.94,,85.18,扣非亏损,扣非亏损,亏损
301203.SZ,国泰环保,17.87,18.94,1.7,7.03,7.07,6.84,3.86,0.0,55.7,42.86,-5.92,-10.75,,3.52,-1.76,5.39,5.06
300143.SZ,盈康生命,73.94,91.85,3.41,5.41,5.93,4.57,,0.0,26.16,6.78,-16.42,13.07,47.1,42.96,7.03,33.95,24.94
688030.SH,山石网科,-31.0,-20.82,3.27,-8.06,-7.43,-3.4,,0.0,72.9,-10.94,53.75,10.54,,46.11,扣非亏损,扣非亏损,亏损
688627.SH,精智达,123.49,89.77,5.0,2.43,2.98,2.56,0.42,0.0,36.94,9.14,31.4,33.21,,11.62,2.7,73.97,82.88
603338.SH,浙江鼎力,14.26,13.55,2.82,15.75,15.71,11.12,1.95,0.0,36.16,23.83,19.42,31.07,1.4,35.52,0.44,1.72,1.82
600622.SH,光大嘉宝,-21.07,-3.87,1.49,-8.18,-5.17,0.24,,0.0,39.22,-32.42,29.76,6.28,11.23,73.48,扣非亏损,扣非亏损,亏损
301239.SZ,普瑞眼科,414.11,-631.99,3.94,0.81,0.7,2.84,0.47,0.0,39.5,1.07,-92.04,27.98,17.41,52.15,扣非亏损,扣非转亏,1183.18
600863.SH,内蒙华电,8.76,13.21,1.73,12.66,14.77,8.6,4.74,0.0,22.19,16.6,11.04,14.1,0.3,37.85,0.94,2.09,1.19
000887.SZ,中鼎股份,13.24,15.5,1.45,7.63,8.4,6.31,1.62,0.0,22.3,7.3,30.43,13.52,18.92,46.45,1.15,4.06,3.15
605303.SH,园林股份,-16.5,-11.13,1.25,-6.33,-5.5,-2.89,,0.0,12.32,-13.3,28.48,-16.64,0.05,51.66,扣非亏损,扣非亏损,亏损
002393.SZ,力生制药,20.35,38.66,0.92,2.15,3.43,2.74,2.3,0.0,55.21,16.44,-22.5,0.43,1.25,16.85,90.57,35.91,11.86
300118.SZ,东方日升,-7.77,-9.38,1.22,-12.17,-10.94,-2.95,1.14,0.0,8.61,-10.44,-210.35,31.17,,71.41,扣非亏损,扣非亏损,亏损
301330.SZ,熵基科技,34.7,40.03,1.72,3.25,3.71,3.29,1.36,0.0,49.5,9.46,-26.72,3.12,0.02,14.33,12.84,24.63,18.71
002037.SZ,保利联合,-57.83,-5.48,2.33,-3.95,-3.02,0.96,,0.0,19.55,-1.9,-204.06,4.29,8.15,83.01,扣非亏损,扣非亏损,亏损
300016.SZ,北陆药业,116.31,-126.25,2.42,1.52,1.47,2.13,,0.0,50.04,2.6,275.59,2.46,2.54,38.62,扣非亏损,扣非转亏,158.24
301468.SZ,博盈特焊,36.14,47.69,1.38,2.16,2.82,2.75,1.64,0.0,30.55,17.8,-52.62,-1.05,,7.96,-45.6,44.13,25.63
000417.SZ,合百集团,15.36,29.66,0.91,3.48,4.44,3.13,2.2,0.0,27.03,5.15,22.4,1.9,0.06,54.39,15.64,17.05,6.92
003020.SZ,立方制药,23.78,24.84,2.18,6.56,6.96,5.2,1.78,0.0,69.92,10.28,-24.1,2.39,3.87,24.67,10.4,7.58,6.83
002623.SZ,亚玛顿,-104.1,-44.81,1.19,-1.27,-0.83,-0.09,1.87,0.0,4.9,-0.89,-158.79,27.72,,43.67,扣非亏损,扣非亏损,亏损
301366.SZ,一博科技,69.92,96.32,3.58,3.06,3.74,3.23,1.2,0.0,35.88,12.71,17.07,11.5,0.06,16.86,8.38,62.87,37.39
002725.SZ,跃岭股份,-409.87,-141.98,3.63,-0.88,-0.66,-1.09,,0.0,9.77,-1.24,70.67,-1.55,,24.45,扣非亏损,扣非亏损,亏损
300474.SZ,景嘉微,1582.68,814.42,6.94,0.19,0.69,-0.23,0.17,0.0,53.85,5.41,119.9,11.53,,12.68,70.66,8645.66,4587.48
600073.SH,光明肉业,13.22,32.61,1.3,5.78,7.54,3.29,1.07,0.0,10.69,2.1,22.13,-1.91,1.5,47.14,-17.07,11.29,3.51
300245.SZ,天玑科技,-190.91,-50.42,2.74,-3.31,-1.07,-1.23,,0.0,25.97,-7.63,11.76,-3.57,,12.97,扣非亏损,扣非亏损,亏损
600990.SH,四创电子,-132.89,-12.79,3.37,-3.11,-1.89,-0.37,,0.0,16.61,-3.69,35.06,-20.97,,66.06,扣非亏损,扣非亏损,亏损
600761.SH,安徽合力,11.24,13.6,1.62,10.73,12.64,7.61,3.29,0.0,21.53,8.82,13.84,10.97,0.6,42.18,1.24,2.54,1.78
601718.SH,际华集团,-230.33,-171.47,0.8,-0.29,-0.26,-0.13,1.06,0.0,13.66,-1.04,-516.12,-7.29,0.02,34.02,扣非亏损,扣非亏损,亏损
002266.SZ,浙富控股,17.46,29.23,1.62,5.4,7.01,3.39,1.47,0.0,11.63,5.17,-24.24,33.64,10.16,54.5,0.87,10.83,4.98
000519.SZ,中兵红箭,-288.85,42.45,2.24,-0.63,-0.58,-0.6,0.39,0.0,22.55,-2.41,-141.34,-1.1,,33.09,-38.65,扣非亏损,亏损
000683.SZ,远兴能源,9.64,8.69,1.61,12.84,12.87,9.98,5.11,0.0,42.63,25.99,16.48,19.28,0.02,44.01,0.45,1.35,1.5
300933.SZ,中辰股份,51.33,100.23,2.16,2.46,2.91,2.87,0.42,0.0,13.89,2.27,-10.62,11.21,,58.86,8.94,81.49,35.28
688639.SH,华恒生物,42.84,33.61,3.82,8.99,9.14,4.69,0.71,0.0,28.13,10.92,-47.41,60.38,,60.56,0.56,7.48,9.37
605507.SH,国邦医药,15.58,17.85,1.53,7.4,7.63,6.25,1.72,0.0,26.17,13.1,16.87,9.2,0.0,26.21,1.94,4.82,4.08
000990.SZ,诚志股份,35.21,49.62,0.58,1.09,1.23,2.01,0.61,0.0,15.7,3.67,39.09,9.11,36.04,30.2,5.44,90.96,57.26
300957.SZ,贝泰妮,42.15,51.64,3.95,5.8,7.07,6.02,0.88,0.0,73.73,10.07,-32.81,29.12,6.84,22.52,1.77,17.8,11.92
600610.SH,中毅达,-299.92,-65.32,93.06,-39.58,-52.6,1.88,,0.0,8.18,-1.86,64.53,5.17,247.04,93.56,扣非亏损,扣非亏损,亏损
300831.SZ,派瑞股份,76.74,79.85,5.89,5.52,5.9,5.51,0.1,7.27,66.27,34.38,1602.22,3.91,,6.38,20.4,14.47,13.01
600736.SH,苏州高新,20.04,-16.29,0.85,-3.19,1.85,1.21,0.57,0.0,15.57,4.21,-327.76,-6.38,0.51,74.84,扣非亏损,扣非亏损,21.66
300462.SZ,华铭智能,-29.04,-33.52,1.47,-4.35,-3.68,-2.87,,0.0,26.43,-12.15,-269.21,-17.04,0.25,29.57,扣非亏损,扣非亏损,亏损
603020.SH,爱普股份,25.46,48.13,0.94,2.27,2.8,3.82,1.2,0.0,16.59,5.73,7.66,2.67,0.71,10.6,18.04,42.49,18.19
688513.SH,苑东生物,22.38,36.1,2.42,6.36,8.28,6.68,0.91,0.0,77.55,20.87,14.92,6.94,,21.68,5.2,11.36,5.41
002495.SZ,佳隆股份,107.25,-1385.58,2.05,1.32,1.42,1.3,,0.0,32.08,7.74,1021.71,4.77,,5.29,扣非亏损,扣非转亏,151.06
688078.SH,龙软科技,34.2,32.39,2.96,6.63,6.69,5.79,0.89,0.0,58.51,22.48,-22.61,27.06,1.27,15.21,1.2,9.77,10.22
002074.SZ,国轩高科,81.92,367.23,1.79,0.23,1.66,1.2,0.47,0.0,17.98,1.62,12.62,71.24,1.88,74.31,5.16,3225.53,98.7
300588.SZ,熙菱信息,-85.22,-63.68,8.12,-9.66,-6.9,-4.34,,0.0,37.62,-22.37,8.03,-11.44,,48.16,扣非亏损,扣非亏损,亏损
603200.SH,上海洗霸,60.89,83.89,4.1,4.85,5.14,3.49,0.33,0.0,38.07,11.66,41.29,1.06,,35.92,79.36,34.62,23.69
301252.SZ,同星科技,25.33,30.04,2.86,7.84,8.59,6.51,1.82,0.0,21.76,12.05,16.38,26.84,,28.29,1.12,7.67,5.9
002139.SZ,拓邦股份,20.86,22.87,2.34,8.4,8.61,5.35,0.61,0.0,23.71,7.18,42.12,18.43,1.69,46.58,1.24,5.44,4.85
601996.SH,丰林集团,-80.5,-43.88,0.99,-1.15,-0.87,-0.68,4.21,0.0,3.83,-1.65,-140.72,10.69,0.93,21.49,扣非亏损,扣非亏损,亏损
603019.SH,中科曙光,119.65,93.48,6.4,2.35,4.05,3.2,0.63,0.0,26.81,10.01,8.66,12.0,0.37,38.59,7.79,79.47,59.09
603707.SH,健友股份,31.1,-56.72,4.04,9.08,10.08,8.23,0.67,0.0,41.41,19.62,-33.41,11.02,2.01,33.52,扣非亏损,扣非转亏,6.17
301305.SZ,朗坤环境,18.53,22.09,1.35,5.46,5.55,3.9,1.66,0.0,31.3,14.48,34.9,17.62,,38.72,1.25,8.09,6.68
301378.SZ,通达海,-53.66,963.73,2.57,-4.23,-3.44,-3.24,1.02,0.0,36.44,-15.83,-288.43,18.36,,13.95,52.49,扣非亏损,亏损
600556.SH,天下秀,101.97,235.91,2.3,1.47,1.69,1.28,0.26,0.0,17.12,1.99,-38.79,13.57,0.36,30.1,17.39,320.21,120.68
600061.SH,国投资本,18.6,26.07,1.01,3.84,4.02,1.21,1.64,0.0,0.16,190.41,-13.57,38.82,7.64,79.08,0.67,13.58,9.25
000989.SZ,ST九芝,21.29,31.3,1.8,5.61,6.19,5.38,3.95,0.0,59.03,11.61,-19.82,-5.3,3.58,28.23,-5.9,11.17,6.88
300335.SZ,迪森股份,28.98,44.01,1.3,3.15,3.43,3.8,2.14,0.0,30.31,11.75,9.21,-3.02,14.72,26.7,-14.56,27.98,16.9
300270.SZ,中威电子,-35.89,-29.7,3.89,-8.06,-7.88,-6.31,,0.0,26.26,-47.81,7.65,1.28,1.13,29.35,扣非亏损,扣非亏损,亏损
600609.SH,金杯汽车,25.76,141.21,7.31,14.06,24.03,10.58,,0.0,17.12,11.63,-6.58,-1.71,,61.53,-82.67,20.09,2.14
