证券代码,证券名称,最新价,涨跌额,涨跌幅,开盘价,最高价,最低价,昨收价,成交额,总市值,name,market,一级行业,二级行业,三级行业
AT.,ASHTEAD TECHNOLOGY HOLDINGS PLC,423.0,-7.0,-1.63,418.0,431.0,418.0,430.0,0.0,3.38,AT.,uk,金融,资产管理,金融租赁
ZNWD,ZINNWALD LITHIUM PLC ORD GBP0.0,9.0,-0.15,-1.64,9.15,9.0,9.0,9.15,0.0,0.26,ZNWD,uk,资源,矿产,贵金属
SMDS,史密斯,281.4,-4.7,-1.64,286.1,286.1,279.1,286.1,0.1,38.76,SMDS,uk,制造业,化工,包装
TM17,TEAM17 GROUP PLC ORD GBP0.01,295.0,-5.0,-1.67,300.0,298.0,295.0,300.0,0.0,4.3,TM17,uk,科技,IT技术,软件开发
MTW,MATTIOLI WOODS PLC ORD 1P,590.0,-10.0,-1.67,600.0,590.0,590.0,600.0,0.0,3.05,MTW,uk,消费,商业服务,综合商业
MRL,MARLOWE PLC ORD 50P,580.0,-10.0,-1.69,592.0,592.0,580.0,590.0,0.0,5.6,MRL,uk,消费,商业服务,综合商业
BRK,布鲁克斯麦克唐纳集团,1740.0,-30.0,-1.69,1770.0,1795.0,1730.0,1770.0,0.0,2.86,BRK,uk,金融,资产管理,投资经理
KNOS,KAINOS GROUP PLC ORD 0.5P,1216.0,-21.0,-1.7,1235.0,1235.0,1204.0,1237.0,0.01,15.21,KNOS,uk,科技,IT技术,信息技术
AIBG,AIB GROUP PLC ORD EUR0.625,357.0,-6.25,-1.72,361.5,361.5,357.0,363.25,0.11,93.49,AIBG,uk,金融,银行,主要银行
THRU,THRUVISION GROUP PLC ORD 1P,28.5,-0.5,-1.72,29.0,29.0,28.5,29.0,0.0,0.42,THRU,uk,制造业,机械,航空航天与国防
LETS,LET'S EXPLORE GROUP PLC ORD GBP,2.85,-0.05,-1.72,2.9,2.9,2.85,2.9,0.0,0.12,LETS,uk,科技,电子,仪器设备
TRMR,TREMOR INTERNATIONAL LTD ORD NI,142.3,-2.5,-1.73,145.9,146.2,140.2,144.8,0.0,2.04,TRMR,uk,消费,商业服务,广告营销
BPT,BRIDGEPOINT GROUP PLC ORD GBP0.,187.8,-3.3,-1.73,200.2,200.2,186.6,191.1,0.02,15.09,BPT,uk,金融,资产管理,投资经理
WG.,伍德集团,159.1,-2.8,-1.73,162.0,163.5,158.1,161.9,0.02,11.01,WG.,uk,消费,商业服务,综合商业
SVS,第一太平戴维斯,875.5,-15.5,-1.74,889.5,889.5,861.5,891.0,0.01,12.64,SVS,uk,金融,房地产,房地产开发
SAFE,SAFESTORE HOLDINGS PLC ORD 1P,758.0,-13.5,-1.75,760.0,768.5,750.0,771.5,0.05,16.52,SAFE,uk,金融,房地产,房地产投资信托
MTEC,MADE TECH GROUP PLC ORD GBP0.00,13.75,-0.25,-1.79,14.0,14.0,13.75,14.0,0.0,0.21,MTEC,uk,科技,IT技术,数据处理
ITH,ITHACA ENERGY PLC ORD 1P,165.0,-3.0,-1.79,164.8,172.2,162.4,168.0,0.0,16.59,ITH,uk,资源,能源,石油
GAL,GALANTAS GOLD CORPORATION COM S,13.75,-0.25,-1.79,14.0,14.0,13.75,14.0,0.0,0.15,GAL,uk,资源,矿产,贵金属
JUST,JUST GROUP PLC ORD 10P,71.3,-1.3,-1.79,72.9,72.9,70.5,72.6,0.01,7.41,JUST,uk,金融,保险,人寿/健康保险
SRP,SERCO GROUP PLC ORD 2P,147.9,-2.7,-1.79,147.3,149.8,147.3,150.6,0.1,16.32,SRP,uk,消费,商业服务,综合商业
SREI,SCHRODER REAL ESTATE INVESTMENT,41.0,-0.75,-1.8,41.75,41.0,41.0,41.75,0.0,2.01,SREI,uk,金融,房地产,房地产投资信托
CRDA,禾大国际,4844.0,-91.0,-1.84,4952.0,4984.0,4813.0,4935.0,0.19,67.64,CRDA,uk,制造业,化工,特殊化学品
AQX,AQUIS EXCHANGE PLC ORD 10P,368.0,-7.0,-1.87,375.0,368.0,368.0,375.0,0.0,1.01,AQX,uk,金融,资产管理,投资银行
RIO,力拓(UK),5085.0,-98.0,-1.89,4982.5,5085.0,4914.0,5183.0,1.86,636.18,RIO,uk,资源,矿产,其他金属
TAVI,TAVISTOCK INVESTMENTS PLC ORD 1,5.15,-0.1,-1.9,5.25,5.25,5.15,5.25,0.0,0.29,TAVI,uk,金融,资产管理,投资经理
NG.,英国国家电网,1003.0,-19.5,-1.91,1019.0,1020.5,997.2,1022.5,0.37,369.91,NG.,uk,公用事业,电力,电力公司
DPLM,DIPLOMA PLC ORD 5P,3014.0,-60.0,-1.95,3082.0,3082.0,2976.0,3074.0,0.07,40.4,DPLM,uk,消费,经销商,批发经销商
FRAS,FRASERS GROUP PLC ORD 10P,801.0,-16.0,-1.96,831.0,831.5,798.0,817.0,0.02,36.45,FRAS,uk,消费,零售,专卖店
SIS,SCIENCE IN SPORT PLC ORD 10P,12.5,-0.25,-1.96,12.75,12.75,12.5,12.75,0.0,0.22,SIS,uk,消费,日常消费,个人护理
MAFL,MINERAL & FINANCIAL INVESTMENTS,12.5,-0.25,-1.96,12.75,12.75,12.5,12.75,0.0,0.05,MAFL,uk,金融,资产管理,金融集团
KOO,KOOTH PLC ORD 5P,300.0,-6.0,-1.96,306.0,300.0,300.0,306.0,0.0,1.09,KOO,uk,医药,健康服务,健康服务
HL.,哈格里夫斯·兰斯多恩公司,808.8,-16.2,-1.96,825.4,834.4,801.8,825.0,0.29,38.36,HL.,uk,金融,资产管理,投资经理
BOWL,HOLLYWOOD BOWL GROUP PLC ORD 1P,247.0,-5.0,-1.98,254.5,255.0,244.5,252.0,0.01,4.24,BOWL,uk,消费,可选消费,电影娱乐
RAT,RATHBONES GROUP PLC ORD 5P,1770.0,-36.0,-1.99,1800.0,1808.0,1742.0,1806.0,0.02,11.23,RAT,uk,金融,资产管理,投资经理
JMAT,庄信万丰,1646.5,-33.5,-1.99,1663.0,1674.0,1627.5,1680.0,0.07,30.21,JMAT,uk,制造业,化工,化学原料
DCTA,DIRECTA PLUS PLC ORD 0.25P,48.5,-1.0,-2.02,49.5,49.5,48.5,49.5,0.0,0.32,DCTA,uk,制造业,机械,电力设备
CPI,CAPITA PLC ORD 2.066666P,17.44,-0.36,-2.02,17.85,17.85,17.05,17.8,0.01,2.97,CPI,uk,消费,商业服务,综合商业
EBOX,TRITAX EUROBOX PLC ORD EUR0.01,53.1,-1.1,-2.03,53.8,53.8,52.7,54.2,0.01,4.28,EBOX,uk,金融,房地产,房地产投资信托
CVSG,CVS GROUP PLC ORD 0.2P,1616.0,-34.0,-2.06,1654.0,1658.0,1591.0,1650.0,0.07,11.54,CVSG,uk,医药,健康服务,健康服务
ANTO,安托法加斯塔公司,1392.5,-29.5,-2.07,1395.5,1396.0,1371.0,1422.0,0.09,137.28,ANTO,uk,资源,矿产,其他金属
BBB,BIGBLU BROADBAND PLC ORD 15P,37.5,-0.8,-2.09,38.3,38.3,37.5,38.3,0.0,0.22,BBB,uk,科技,通信,电信运营
SAA,M&C SAATCHI PLC ORD 1P,140.0,-3.0,-2.1,145.0,146.0,140.0,143.0,0.0,1.71,SAA,uk,消费,商业服务,广告营销
COA,COATS GROUP PLC ORD 5P,79.1,-1.7,-2.1,80.7,80.9,78.2,80.8,0.01,12.64,COA,uk,制造业,化工,纺织品
OMG,OXFORD METRICS PLC ORD 0.25P,93.0,-2.0,-2.11,95.0,95.0,93.0,95.0,0.0,1.21,OMG,uk,科技,电子,仪器设备
MCG,MOBICO GROUP PLC ORD 5P,85.9,-1.85,-2.11,85.6,87.7,84.85,87.75,0.05,5.28,MCG,uk,制造业,运输,其他交通
RDT,ROSSLYN DATA TECHNOLOGIES PLC O,23.0,-0.5,-2.13,23.5,23.5,23.0,23.5,0.0,0.04,RDT,uk,科技,IT技术,软件开发
MODE,MODE GLOBAL HOLDINGS PLC ORD GB,2.3,-0.05,-2.13,2.35,2.35,2.3,2.35,0.0,0.02,MODE,uk,科技,IT技术,软件开发
FDP,FD TECHNOLOGIES PLC ORD 0.5P,1556.0,-34.0,-2.14,1550.0,1588.0,1532.0,1590.0,0.0,4.37,FDP,uk,科技,IT技术,软件开发
VSVS,VESUVIUS PLC ORD 10P,438.8,-9.6,-2.14,459.2,459.2,436.2,448.4,0.01,11.9,VSVS,uk,制造业,机械,综合制造
GAMA,GAMMA COMMUNICATIONS PLC ORD 0.,1090.0,-24.0,-2.15,1112.0,1112.0,1084.0,1114.0,0.02,10.62,GAMA,uk,科技,通信,电信运营
CHRT,COHORT PLC ORD 10P,499.0,-11.0,-2.16,502.0,502.0,499.0,510.0,0.0,2.07,CHRT,uk,制造业,机械,航空航天与国防
STJ,圣詹姆斯广场,820.4,-18.2,-2.17,839.6,840.6,813.0,838.6,0.17,45.01,STJ,uk,金融,保险,人寿/健康保险
HSX,HISCOX LTD ORD 6.5P (DI),1034.0,-23.0,-2.18,1068.0,1068.0,1026.0,1057.0,0.18,35.88,HSX,uk,金融,保险,多险种保险
FNTL,FINTEL PLC ORD GBP0.01,190.25,-4.25,-2.19,187.0,195.0,187.0,194.5,0.0,1.98,FNTL,uk,消费,商业服务,综合商业
MOON,MOONPIG GROUP PLC ORD 10P,164.9,-3.7,-2.19,165.0,168.8,159.7,168.6,0.01,5.66,MOON,uk,科技,IT技术,互联网
SOU,SOUND ENERGY PLC ORD 1P,0.935,-0.021,-2.2,0.932,0.95,0.902,0.956,0.0,0.18,SOU,uk,资源,能源,油气生产
AO.,AO WORLD PLC ORD 0.25P,84.1,-1.9,-2.21,84.0,86.8,84.0,86.0,0.0,4.87,AO.,uk,科技,IT技术,网络零售
GAW,GAMES WORKSHOP GROUP PLC ORD 5P,10460.0,-240.0,-2.24,10610.0,10700.0,10420.0,10700.0,0.04,34.43,GAW,uk,消费,可选消费,休闲产品
SHC,SHAFTESBURY CAPITAL PLC ORD 25P,115.7,-2.7,-2.28,116.4,117.4,115.0,118.4,0.02,9.85,SHC,uk,金融,房地产,房地产投资信托
CHG,CHEMRING GROUP PLC ORD 1P,278.5,-6.5,-2.28,283.0,285.5,275.0,285.0,0.02,7.89,CHG,uk,制造业,机械,航空航天与国防
TRN,TRAINLINE PLC ORD 100P,265.2,-6.2,-2.28,259.2,267.6,259.2,271.4,0.01,12.72,TRN,uk,消费,可选消费,其他消费者服务
SSPG,SSP GROUP PLC ORD 1 17/200P,210.0,-5.0,-2.33,215.2,215.2,207.6,215.0,0.08,16.73,SSPG,uk,消费,可选消费,餐厅
QBT,QUANTUM BLOCKCHAIN TECHNOLOGIES,1.05,-0.025,-2.33,1.075,1.075,1.05,1.075,0.0,0.12,QBT,uk,金融,资产管理,金融集团
RTO,能多洁,587.4,-14.0,-2.33,600.6,600.6,585.2,601.4,0.29,148.03,RTO,uk,消费,商业服务,综合商业
TSTL,TRISTEL PLC ORD 1P,415.0,-10.0,-2.35,425.0,425.0,415.0,425.0,0.0,1.96,TSTL,uk,医药,医疗,医疗器械
GETB,GETBUSY PLC ORD 0.15P,62.0,-1.5,-2.36,63.5,63.5,62.0,63.5,0.0,0.31,GETB,uk,科技,IT技术,软件开发
PRM,PROTEOME SCIENCES PLC ORD 1P,6.175,-0.15,-2.37,6.325,6.325,6.175,6.325,0.0,0.18,PRM,uk,医药,医疗,医疗器械
MIDW,MIDWICH GROUP PLC ORD GBP0.01,410.0,-10.0,-2.38,419.0,420.0,410.0,420.0,0.01,4.23,MIDW,uk,消费,经销商,批发经销商
MTC,MOTHERCARE PLC ORD 1P,4.49,-0.11,-2.39,4.98,4.98,4.49,4.6,0.0,0.25,MTC,uk,消费,日常消费,服装鞋类
BOKU,"BOKU, INC. ORD USD0.0001 (DI) R",142.0,-3.5,-2.41,145.5,145.5,142.0,145.5,0.0,4.21,BOKU,uk,科技,IT技术,软件开发
PNN,PENNON GROUP PLC ORD 61 1/20P,605.5,-15.0,-2.42,605.0,618.5,600.5,620.5,0.07,15.82,PNN,uk,公用事业,水务,水务
CMCL,喀里多尼亚矿业(UK),805.0,-20.0,-2.42,825.0,805.0,805.0,825.0,0.0,1.54,CMCL,uk,资源,矿产,贵金属
PETS,PETS AT HOME GROUP PLC ORD 1P,342.6,-8.6,-2.45,351.0,351.6,336.4,351.2,0.02,16.32,PETS,uk,消费,零售,专卖店
RHIM,RHI MAGNESITA N.V. ORD EUR1.00,2866.0,-72.0,-2.45,2888.0,2892.0,2846.0,2938.0,0.01,13.5,RHIM,uk,资源,矿产,其他金属
SDX,SDX ENERGY PLC ORD 1P,3.95,-0.1,-2.47,4.05,4.05,3.95,4.05,0.0,0.08,SDX,uk,资源,能源,油气生产
STB,SECURE TRUST BANK PLC ORD 40P,630.0,-16.0,-2.48,642.0,642.0,630.0,646.0,0.0,1.18,STB,uk,金融,银行,主要银行
JIM,JARVIS SECURITIES PLC ORD 0.25P,117.0,-3.0,-2.5,120.0,120.0,117.0,120.0,0.0,0.52,JIM,uk,金融,资产管理,投资银行
RWI,RENEWI PLC ORD GBP1.00,505.0,-13.0,-2.51,515.0,518.0,498.0,518.0,0.01,4.05,RWI,uk,公用事业,环保,环境工程
JET2,JET2 PLC ORD 1.25P,1073.0,-28.0,-2.54,1058.0,1094.0,1058.0,1101.0,0.04,23.04,JET2,uk,消费,可选消费,其他消费者服务
TEP,TELECOM PLUS PLC ORD 5P,1516.0,-40.0,-2.57,1586.0,1586.0,1502.0,1556.0,0.01,12.05,TEP,uk,公用事业,电力,电力公司
GEM,GEMFIELDS GROUP LD ORD USD0.000,13.15,-0.35,-2.59,13.5,13.5,13.15,13.5,0.0,1.6,GEM,uk,资源,矿产,其他金属
IDHC,INTEGRATED DIAGNOSTICS HOLDINGS,0.41,-0.011,-2.61,0.42,0.42,0.41,0.421,0.0,0.02,IDHC,uk,医药,健康服务,健康服务
ICP,中间资本集团,1320.0,-35.5,-2.62,1367.0,1367.0,1308.0,1355.5,0.36,38.36,ICP,uk,金融,资产管理,金融集团
FSF,FORESIGHT SUSTAINABLE FORESTRY,81.8,-2.2,-2.62,83.0,83.0,81.8,84.0,0.0,1.41,FSF,uk,金融,资产管理,金融集团
BBY,BALFOUR BEATTY PLC ORD 50P,326.8,-8.8,-2.62,327.6,333.6,326.2,335.6,0.05,18.15,BBY,uk,制造业,建筑业,建筑工程
SNT,SABIEN TECHNOLOGY GROUP PLC ORD,9.25,-0.25,-2.63,9.5,9.5,9.25,9.5,0.0,0.02,SNT,uk,制造业,机械,机械加工设备
MKA,MKANGO RESOURCES LTD CMN SHS NP,9.25,-0.25,-2.63,9.5,9.5,9.25,9.5,0.0,0.14,MKA,uk,资源,矿产,其他金属
LOK,LOK'N STORE GROUP PLC ORD 1P,702.0,-19.0,-2.64,710.0,710.0,700.0,721.0,0.0,2.3,LOK,uk,制造业,运输,其他交通
BT.A,英国电信集团,116.25,-3.15,-2.64,119.1,119.1,115.7,119.4,0.27,115.58,BT.A,uk,科技,通信,电信运营
WPM,惠顿贵金属,3470.0,-95.0,-2.66,3490.0,3490.0,3470.0,3565.0,0.0,157.18,WPM,uk,资源,矿产,贵金属
JDW,WETHERSPOON ( J.D.) PLC ORD 2P,689.0,-19.0,-2.68,707.5,710.0,685.0,708.0,0.02,8.87,JDW,uk,消费,可选消费,餐厅
VIC,VICTORIAN PLUMBING GROUP PLC OR,90.0,-2.5,-2.7,92.4,92.4,90.0,92.5,0.0,2.93,VIC,uk,消费,零售,家居装修
SRAD,STELRAD GROUP PLC ORD GBP1.00,108.0,-3.0,-2.7,111.0,108.0,108.0,111.0,0.0,1.38,SRAD,uk,制造业,建筑业,建筑产品
IQAI,IQ-AI LIMITED ORD GBP0.01,5.4,-0.15,-2.7,5.5,5.6,5.35,5.55,0.0,0.1,IQAI,uk,科技,IT技术,软件开发
EMH,EUROPEAN METALS HOLDINGS LIMITE,36.0,-1.0,-2.7,37.0,37.0,36.0,37.0,0.0,0.74,EMH,uk,制造业,化工,农用化学品
MARS,MARSTON'S PLC ORD 7.375P,30.55,-0.85,-2.71,31.25,31.25,30.25,31.4,0.0,2.02,MARS,uk,消费,可选消费,餐厅
PRU,英国保诚,876.8,-24.4,-2.71,888.0,894.6,870.4,901.2,0.85,241.4,PRU,uk,金融,保险,多险种保险
HILS,HILL & SMITH PLC ORD 25P,1724.0,-48.0,-2.71,1762.0,1762.0,1694.0,1772.0,0.01,13.82,HILS,uk,制造业,机械,综合制造
PHLL,PETERSHILL PARTNERS PLC ORD USD,150.8,-4.2,-2.71,155.6,155.6,149.2,155.0,0.01,17.01,PHLL,uk,金融,资产管理,金融集团
SFOR,S4 CAPITAL PLC ORD 25P,67.95,-1.9,-2.72,71.65,71.65,67.3,69.85,0.01,3.95,SFOR,uk,消费,商业服务,广告营销
SPR,SPRINGFIELD PROPERTIES PLC ORD,53.5,-1.5,-2.73,55.0,53.8,53.5,55.0,0.0,0.63,SPR,uk,金融,房地产,房地产开发
MAB,MITCHELLS & BUTLERS PLC ORD 8 1,218.6,-6.2,-2.76,224.0,224.0,216.2,224.8,0.01,13.06,MAB,uk,消费,可选消费,餐厅
JHD,JAMES HALSTEAD PLC ORD 5P,211.0,-6.0,-2.76,211.0,213.0,210.0,217.0,0.0,4.4,JHD,uk,制造业,建筑业,建筑产品
ROO,DELIVEROO PLC CLASS A ORD 0.5P,112.4,-3.2,-2.77,113.2,113.7,111.5,115.6,0.02,19.32,ROO,uk,科技,IT技术,软件开发
WEN,WENTWORTH RESOURCES PLC ORD NPV,26.25,-0.75,-2.78,26.11,26.5,26.0,27.0,0.0,0.47,WEN,uk,资源,能源,油气生产
UKOG,英国油气投资,0.035,-0.001,-2.78,0.036,0.036,0.035,0.036,0.0,0.07,UKOG,uk,资源,能源,油气生产
OTB,ON THE BEACH GROUP PLC ORD 1P,112.0,-3.2,-2.78,116.0,116.0,110.4,115.2,0.01,1.87,OTB,uk,消费,可选消费,其他消费者服务
IOG,IOG PLC ORD 1P,0.875,-0.025,-2.78,0.9,0.952,0.875,0.9,0.0,0.05,IOG,uk,资源,能源,油气生产
NRR,NEWRIVER REIT PLC ORD 1P,83.8,-2.4,-2.78,85.7,85.7,83.6,86.2,0.0,2.61,NRR,uk,金融,房地产,房地产投资信托
EZJ,易捷航空,422.3,-12.1,-2.79,432.0,434.1,418.4,434.4,0.15,32.01,EZJ,uk,制造业,运输,航空公司
GNS,GENUS PLC ORD 10P,2016.0,-58.0,-2.8,2094.0,2094.0,2010.0,2074.0,0.02,13.31,GNS,uk,制造业,化工,农产品
JAY,BLUEJAY MINING PLC ORD 0.01P,0.797,-0.023,-2.8,0.8,0.8,0.76,0.82,0.0,0.09,JAY,uk,资源,矿产,其他金属
KSPI,JOINT STOCK COMPANY KASPI.KZ GD,93.3,-2.7,-2.81,96.3,97.1,93.3,96.0,0.0,1.86,KSPI,uk,金融,资产管理,金融租赁
MXCT,MAXCYTE INC COM STK USD0.01 (DI,255.0,-7.5,-2.86,288.0,288.0,255.0,262.5,0.0,2.64,MXCT,uk,医药,医疗,生物技术
XPP,蔼克彼电源,2365.0,-70.0,-2.87,2395.0,2405.0,2345.0,2435.0,0.01,4.67,XPP,uk,制造业,机械,电力设备
SYNT,SYNTHOMER PLC ORD 10P,40.3,-1.2,-2.89,40.64,42.0,39.22,41.5,0.01,1.88,SYNT,uk,制造业,化工,特殊化学品
MOS,MOBILE STREAMS PLC ORD 0.01P,0.1,-0.003,-2.91,0.103,0.1,0.1,0.103,0.0,0.04,MOS,uk,科技,IT技术,网络零售
GATC,GATTACA PLC ORD 1P,116.0,-3.5,-2.93,119.5,119.5,116.0,119.5,0.0,0.37,GATC,uk,消费,商业服务,人力资源
RENX,RENALYTIX PLC ORD 0.25P,82.5,-2.5,-2.94,85.0,85.0,82.5,85.0,0.0,0.78,RENX,uk,科技,IT技术,软件开发
NGHT,NIGHTCAP PLC ORD 1P,8.25,-0.25,-2.94,8.5,8.5,8.25,8.5,0.0,0.18,NGHT,uk,消费,可选消费,餐厅
SMS,智能电表系统,623.0,-19.0,-2.96,654.0,654.0,619.0,642.0,0.01,8.31,SMS,uk,制造业,建筑业,建筑工程
JET,JUST EAT TAKEAWAY.COM N.V. ORD,1080.0,-33.0,-2.96,1112.0,1115.0,1055.0,1113.0,0.16,23.76,JET,uk,消费,零售,专卖店
CCL,嘉年华邮轮(UK),1025.5,-31.5,-2.98,1036.5,1037.5,989.4,1057.0,0.1,19.16,CCL,uk,消费,可选消费,酒店
PDG,PENDRAGON PLC ORD 5P,29.2,-0.9,-2.99,30.0,30.0,28.7,30.1,0.04,4.08,PDG,uk,消费,零售,专卖店
FLTR,FLUTTER ENTERTAINMENT PLC ORD E,13600.0,-420.0,-3.0,13800.0,13890.0,13415.0,14020.0,1.01,240.21,FLTR,uk,消费,可选消费,博彩
AAZ,ANGLO ASIAN MINING PLC ORD 1P,64.5,-2.0,-3.01,66.5,66.5,64.5,66.5,0.0,0.74,AAZ,uk,资源,矿产,贵金属
QQ.,QINETIQ GROUP PLC ORD 1P,313.8,-9.8,-3.03,320.0,323.8,313.0,323.6,0.1,18.16,QQ.,uk,制造业,机械,航空航天与国防
MCM,MC MINING LIMITED ORD NPV,8.0,-0.25,-3.03,8.25,8.25,8.0,8.25,0.0,0.32,MCM,uk,资源,能源,煤炭
JSE,JADESTONE ENERGY PLC ORD GBP0.0,32.0,-1.0,-3.03,33.0,33.0,32.0,33.0,0.0,1.73,JSE,uk,资源,能源,石油
ARV,ARTEMIS RESOURCES LIMITED ORD N,1.6,-0.05,-3.03,1.65,1.65,1.6,1.65,0.0,0.22,ARV,uk,资源,矿产,贵金属
PAG,PARAGON BANKING GROUP PLC ORD 1,500.0,-16.0,-3.1,509.0,512.5,494.8,516.0,0.18,10.93,PAG,uk,金融,银行,地区银行
FRG,FIRERING STRATEGIC MINERALS PLC,6.25,-0.2,-3.1,6.45,6.45,6.25,6.45,0.0,0.06,FRG,uk,资源,矿产,贵金属
PEB,PEBBLE BEACH SYSTEMS GROUP PLC,7.025,-0.225,-3.1,7.25,7.25,7.025,7.25,0.0,0.08,PEB,uk,科技,IT技术,软件开发
PHNX,凤凰集团控股,511.0,-16.4,-3.11,520.8,523.2,508.8,527.4,0.2,51.17,PHNX,uk,金融,保险,人寿/健康保险
BIG,BIG TECHNOLOGIES PLC ORD GBP0.0,218.0,-7.0,-3.11,233.0,233.0,218.0,225.0,0.01,6.34,BIG,uk,科技,电子,计算机通讯
IAG,国际航空集团,147.25,-4.75,-3.13,151.5,152.2,146.45,152.0,0.29,72.38,IAG,uk,制造业,运输,航空公司
CAR,卡柯洛,12.325,-0.4,-3.14,12.0,12.325,12.0,12.725,0.0,0.09,CAR,uk,制造业,机械,综合制造
FORT,FORTERRA PLC ORD 1P,154.0,-5.0,-3.14,162.0,162.0,153.0,159.0,0.01,3.28,FORT,uk,制造业,建筑业,建筑材料
SOLG,SOLGOLD PLC ORD 1P,13.5,-0.44,-3.16,13.8,13.92,13.34,13.94,0.0,4.05,SOLG,uk,资源,矿产,贵金属
ITX,ITACONIX PLC ORD 50P,152.5,-5.0,-3.17,157.5,157.5,152.5,157.5,0.0,0.21,ITX,uk,制造业,化工,化学原料
BOOM,AUDIOBOOM GROUP PLC ORD SHS NPV,152.5,-5.0,-3.17,157.5,157.5,152.5,157.5,0.0,0.25,BOOM,uk,科技,IT技术,软件开发
SVT,赛文特,2348.0,-77.0,-3.18,2413.0,2413.0,2345.0,2425.0,0.19,59.29,SVT,uk,公用事业,水务,水务
IPEL,IMPELLAM GROUP PLC ORD 1P,682.5,-22.5,-3.19,705.0,705.0,682.5,705.0,0.0,3.06,IPEL,uk,消费,商业服务,人力资源
PMI,PREMIER MITON GROUP PLC ORD 0.0,60.5,-2.0,-3.2,62.5,62.5,60.5,62.5,0.0,0.96,PMI,uk,金融,资产管理,投资经理
IWG,IWG PLC ORD 1P,150.4,-5.0,-3.22,152.1,153.3,149.6,155.4,0.01,15.14,IWG,uk,消费,商业服务,综合商业
CASP,CASPIAN SUNRISE PLC ORD 1P,3.0,-0.1,-3.23,3.1,3.1,3.0,3.1,0.0,0.63,CASP,uk,资源,能源,油气生产
ALT,ALTITUDE GROUP PLC ORD 0.4P,45.0,-1.5,-3.23,45.0,45.0,45.0,46.5,0.0,0.32,ALT,uk,科技,IT技术,软件开发
HLCL,HELICAL PLC ORD 1P,224.5,-7.5,-3.23,224.0,235.0,221.5,232.0,0.0,2.75,HLCL,uk,金融,房地产,房地产开发
BATS,英美烟草,2622.0,-88.0,-3.25,2710.5,2724.0,2611.5,2710.0,1.12,586.38,BATS,uk,消费,日常消费,烟草
IBST,IBSTOCK PLC ORD 1P,139.1,-4.7,-3.27,143.3,143.3,138.0,143.8,0.01,5.46,IBST,uk,制造业,建筑业,建筑材料
FUTR,FUTURE PLC ORD 15P,754.0,-25.5,-3.27,768.5,778.5,744.0,779.5,0.02,9.0,FUTR,uk,消费,可选消费,出版：书籍/杂志
VCP,维多利亚,532.0,-18.0,-3.27,528.0,559.0,411.5,550.0,0.13,6.12,VCP,uk,消费,可选消费,家居摆设
NIOX,NIOX GROUP PLC ORD 0.08P,70.4,-2.4,-3.3,71.8,74.2,70.4,72.8,0.0,2.96,NIOX,uk,医药,健康服务,健康服务
MWE,MTI WIRELESS EDGE LTD. ORD ILS0,44.0,-1.5,-3.3,45.5,44.0,44.0,45.5,0.0,0.39,MWE,uk,科技,通信,通信设备
PRTC,PURETECH HEALTH PLC ORD 1P,202.5,-7.0,-3.34,215.0,215.0,201.5,209.5,0.0,5.56,PRTC,uk,医药,医疗,生物技术
WIZZ,威兹航空控股,1855.5,-64.5,-3.36,1905.5,1924.0,1852.0,1920.0,0.05,19.16,WIZZ,uk,制造业,运输,航空公司
EQLS,EQUALS GROUP PLC ORD 1P,114.0,-4.0,-3.39,118.0,117.0,114.0,118.0,0.01,2.07,EQLS,uk,金融,银行,地区银行
TLOU,TLOU ENERGY LIMITED ORD NPV (DI,1.4,-0.05,-3.45,1.45,1.45,1.4,1.45,0.0,0.12,TLOU,uk,资源,能源,煤炭
FCS,FALANX GROUP LIMITED ORD NPV (D,28.0,-1.0,-3.45,29.0,28.0,28.0,29.0,0.0,0.01,FCS,uk,科技,IT技术,信息技术
EEE,EMPIRE METALS LD ORD NPV (DI),4.2,-0.15,-3.45,4.18,4.2,4.1,4.35,0.01,0.21,EEE,uk,资源,矿产,贵金属
CORO,CORO ENERGY PLC ORD 0.1P,0.28,-0.01,-3.45,0.29,0.29,0.28,0.29,0.0,0.08,CORO,uk,资源,能源,油气生产
CKT,CHECKIT PLC ORD 5P,28.0,-1.0,-3.45,29.0,29.0,28.0,29.0,0.0,0.3,CKT,uk,科技,IT技术,软件开发
FP.,FONDUL PROPRIETATEA S.A. GDR (E,4.44,-0.16,-3.48,4.46,4.46,4.44,4.6,0.0,0.06,FP.,uk,金融,资产管理,投资信托
BHL,BRADDA HEAD LITHIUM LIMITED ORD,2.75,-0.1,-3.51,2.85,2.85,2.75,2.85,0.0,0.11,BHL,uk,资源,矿产,其他金属
TCAP,TP ICAP GROUP PLC ORD 25P,166.9,-6.1,-3.53,169.3,172.7,164.9,173.0,0.01,13.11,TCAP,uk,金融,资产管理,投资银行
LTG,LEARNING TECHNOLOGIES GROUP PLC,68.9,-2.6,-3.64,70.55,71.55,68.6,71.5,0.02,5.45,LTG,uk,科技,IT技术,软件开发
STK,STREAKSAL PLC ORD GBP0.001,1.3,-0.05,-3.7,1.35,1.35,1.3,1.35,0.0,0.05,STK,uk,科技,IT技术,软件开发
PIRI,PIRES INVESTMENTS PLC ORD 0.25P,1.3,-0.05,-3.7,1.35,1.35,1.3,1.35,0.0,0.02,PIRI,uk,金融,资产管理,投资经理
